L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Indo American Hybrid Seeds (India) Pvt. Ltd.,"Indo American Hybrid Seeds (India) Pvt. Ltd. Onion Seeds - Gulab Indam DR-1 OP, High Yield, For Farms, Kitchen Garden, 1 pc 100 Seeds","Indo American Hybrid Seeds is a house of quality and variety seeds which ensures best yield in the fields. The bulbs of Onions are light red, globe shaped, medium sized, weighing about 115 gm. The Harvesting in about 90 days from transplanting. The Company provides development and production of hybrid seeds of vegetables, flowering and ornamental plants, and field crops. Indo-American Hybrid Seeds serves customers worldwide.",1 pc 100 Seeds,pcs,1 pc 100 Seeds,1,1,40,40,"Indo American Hybrid Seeds (India) Pvt. Ltd.Sy No 13/4 & 14, 7th Km, Banashankari-Kengeri Link Road,Channasandra, Rajeshwarinagar, Bengaluru, Karnataka 560098",India,['40242161'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40242161_1-indo-american-hybrid-seeds-india-pvt-ltd-onion-seeds-gulab-indam-dr-1-op-high-yield-for-farms-kitchen-garden.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242161-2_1-indo-american-hybrid-seeds-india-pvt-ltd-onion-seeds-gulab-indam-dr-1-op-high-yield-for-farms-kitchen-garden.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"High quality
More yield
Pure and Natural
Uniform and big size
Higher physiological vigour and stamina.","Sow the seeds 1-2 cm deep. 
Regularly apply nutrients and plant protection","['EAN Code: 40242161', 'Manufacturer Name & Marketed by : Indo American Hybrid Seeds (India) Pvt. Ltd.Sy No 13/4 & 14, 7th Km, Banashankari-Kengeri Link Road,Channasandra, Rajeshwarinagar, Bengaluru, Karnataka 560098', 'Tollfree: 080-28611499', 'Country of Origin:India', 'Best before 19-07-2023', '","Indo American Hybrid Seeds (India) Pvt. Ltd.Sy No 13/4 & 14, 7th Km, Banashankari-Kengeri Link Road,Channasandra, Rajeshwarinagar, Bengaluru, Karnataka 560098",-,-,-,-,-,Onion Seeds,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Indo American Hybrid Seeds (India) Pvt. Ltd.,"Indo American Hybrid Seeds (India) Pvt. Ltd. Onion Seeds - Indam Marshal Synth-3 OP, High Yield, For Farms, Kitchen Garden, 1 pc 100 Seeds","Indo American Hybrid Seeds is a house of quality and variety seeds which ensures best yield in the fields. The bulbs of Onions are light red, globe shaped, medium sized, weighing about 115 gm. The Harvesting in about 90 days from transplanting. The Company provides development and production of hybrid seeds of vegetables, flowering and ornamental plants, and field crops. Indo-American Hybrid Seeds serves customers worldwide.",1 pc 100 Seeds,pcs,1 pc 100 Seeds,1,1,40,40,"Indo American Hybrid Seeds (India) Pvt. Ltd.Sy No 13/4 & 14, 7th Km, Banashankari-Kengeri Link Road,Channasandra, Rajeshwarinagar, Bengaluru, Karnataka 560098",India,['40242162'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40242162_1-indo-american-hybrid-seeds-india-pvt-ltd-onion-seeds-indam-marshal-synth-3-op-high-yield-for-farms-kitchen-garden.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242162-2_1-indo-american-hybrid-seeds-india-pvt-ltd-onion-seeds-indam-marshal-synth-3-op-high-yield-for-farms-kitchen-garden.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"High quality
More yield
Pure and Natural
Uniform and big size
Higher physiological vigour and stamina.","Sow the seeds 1-2 cm deep.
Regularly apply nutrients and plant protection","['EAN Code: 40242162', 'Manufacturer Name & Marketed by : Indo American Hybrid Seeds (India) Pvt. Ltd.Sy No 13/4 & 14, 7th Km, Banashankari-Kengeri Link Road,Channasandra, Rajeshwarinagar, Bengaluru, Karnataka 560098', 'Tollfree: 080-28611499', 'Country of Origin:India', 'Best before 19-07-2023', '","Indo American Hybrid Seeds (India) Pvt. Ltd.Sy No 13/4 & 14, 7th Km, Banashankari-Kengeri Link Road,Channasandra, Rajeshwarinagar, Bengaluru, Karnataka 560098",-,-,-,-,-,Seeds,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Indo American Hybrid Seeds (India) Pvt. Ltd.,"Indo American Hybrid Seeds (India) Pvt. Ltd. Pumpkin Seeds - Indam Chakra, Hybrid, High Yield, For Farms, Kitchen Garden, 1 pc 15 Seeds","Indo American Hybrid Seeds is a house of quality and variety seeds which ensures best yield in the fields. The Company provides development and production of hybrid seeds of vegetables, flowering and ornamental plants, and field crops. Indo-American Hybrid Seeds serves customers worldwide.",1 pc 15 Seeds,pcs,1 pc 15 Seeds,1,1,60,60,"Indo American Hybrid Seeds (India) Pvt. Ltd.Sy No 13/4 & 14, 7th Km, Banashankari-Kengeri Link Road,Channasandra, Rajeshwarinagar, Bengaluru, Karnataka 560098",India,['40242164'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40242164_1-indo-american-hybrid-seeds-india-pvt-ltd-pumpkin-seeds-indam-chakra-hybrid-high-yield-for-farms-kitchen-garden.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242164-2_1-indo-american-hybrid-seeds-india-pvt-ltd-pumpkin-seeds-indam-chakra-hybrid-high-yield-for-farms-kitchen-garden.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"High quality
More yield
Pure and Natural
Uniform and big size
Higher physiological vigour and stamina.",".Sow the seeds 1-2 cm deep.
Regularly apply nutrients and plant protection","['EAN Code: 40242164', 'Manufacturer Name & Marketed by : Indo American Hybrid Seeds (India) Pvt. Ltd.Sy No 13/4 & 14, 7th Km, Banashankari-Kengeri Link Road,Channasandra, Rajeshwarinagar, Bengaluru, Karnataka 560098', 'Tollfree: 080-28611499', 'Country of Origin:India', 'Best before 19-07-2023', '","Indo American Hybrid Seeds (India) Pvt. Ltd.Sy No 13/4 & 14, 7th Km, Banashankari-Kengeri Link Road,Channasandra, Rajeshwarinagar, Bengaluru, Karnataka 560098",-,-,-,-,-,Seeds,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Indo American Hybrid Seeds (India) Pvt. Ltd.,"Indo American Hybrid Seeds (India) Pvt. Ltd. Sweetcorn Indam Suruchi Seeds - Hybrid, High Yield, For Farms, Kitchen Garden, 1 pc 25 Seeds","Indo American Hybrid Seeds is a house of quality and variety seeds which ensures best yield in the fields. The plants of sweet corns are vigorous, tall, long and broad leaves with a medium cub placement and very good husk cover. The cubs mature in about 80-85 days from planting. The kernels are yellow sweet and arranged in straight rows. The plants are tolerant to foliar diseases. This is a high cub and high fodder yielding variety.",1 pc 25 Seeds,pcs,1 pc 25 Seeds,1,1,60,60,"Indo American Hybrid Seeds (India) Pvt. Ltd.Sy No 13/4 & 14, 7th Km, Banashankari-Kengeri Link Road,Channasandra, Rajeshwarinagar, Bengaluru, Karnataka 560098",India,['40242168'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40242168_1-indo-american-hybrid-seeds-india-pvt-ltd-sweetcorn-indam-suruchi-seeds-hybrid-high-yield-for-farms-kitchen-garden.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242168-2_1-indo-american-hybrid-seeds-india-pvt-ltd-sweetcorn-indam-suruchi-seeds-hybrid-high-yield-for-farms-kitchen-garden.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"High quality
More yield
Pure and Natural
Uniform and big size
Higher physiological vigour and stamina.","Sow the seeds 1-2 cm deep.
Regularly apply nutrients and plant protection","['EAN Code: 40242168', 'Manufacturer Name & Marketed by : Indo American Hybrid Seeds (India) Pvt. Ltd.Sy No 13/4 & 14, 7th Km, Banashankari-Kengeri Link Road,Channasandra, Rajeshwarinagar, Bengaluru, Karnataka 560098', 'Tollfree: 080-28611499', 'Country of Origin:India', 'Best before 19-07-2023', '","Indo American Hybrid Seeds (India) Pvt. Ltd.Sy No 13/4 & 14, 7th Km, Banashankari-Kengeri Link Road,Channasandra, Rajeshwarinagar, Bengaluru, Karnataka 560098",-,-,-,-,-,Seeds,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Indo American Hybrid Seeds (India) Pvt. Ltd.,"Indo American Hybrid Seeds (India) Pvt. Ltd. Watermelon Indam-Sumo Seeds - Hybrid, High Yield, For Farms, Kitchen Garden, 1 pc 15 Seeds","Indo American Hybrid Seeds is a house of quality and variety seeds which ensures best yield in the fields. The Plant of Watermelon has a Vigorous growing pattern. The Fruit have green striped coloured oblong on outer part with an average weight of 7-8 kgs & sweet, crispy red flesh. The Company provides development and production of hybrid seeds of vegetables, flowering and ornamental plants, and field crops. Indo-American Hybrid Seeds serves customers worldwide.",1 pc 15 Seeds,pcs,1 pc 15 Seeds,1,1,60,60,"Indo American Hybrid Seeds (India) Pvt. Ltd.Sy No 13/4 & 14, 7th Km, Banashankari-Kengeri Link Road,Channasandra, Rajeshwarinagar, Bengaluru, Karnataka 560098",India,['40242171'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40242171_1-indo-american-hybrid-seeds-india-pvt-ltd-watermelon-indam-sumo-seeds-hybrid-high-yield-for-farms-kitchen-garden.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40242171-2_1-indo-american-hybrid-seeds-india-pvt-ltd-watermelon-indam-sumo-seeds-hybrid-high-yield-for-farms-kitchen-garden.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"High quality
More yield
Pure and Natural
Uniform and big size
Higher physiological vigour and stamina.","Sow the seeds 1-2 cm deep.
Regularly apply nutrients and plant protection","['EAN Code: 40242171', 'Manufacturer Name & Marketed by : Indo American Hybrid Seeds (India) Pvt. Ltd.Sy No 13/4 & 14, 7th Km, Banashankari-Kengeri Link Road,Channasandra, Rajeshwarinagar, Bengaluru, Karnataka 560098', 'Tollfree: 080-28611499', 'Country of Origin:India', 'Best before 19-07-2023', '","Indo American Hybrid Seeds (India) Pvt. Ltd.Sy No 13/4 & 14, 7th Km, Banashankari-Kengeri Link Road,Channasandra, Rajeshwarinagar, Bengaluru, Karnataka 560098",-,-,-,-,-,Watermelon Hybrid Seeds,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Janata,"Janata Planter Tray - No.10, Rectangle, Plastic, Assorted Colour, High Quality, 1 pc","Janata Rectangle Planters are attractively designed pots made of durable and study materials, lightweight and safe around kids or lively animals. It is best suitable for both indoor uses like bedrooms, living room, office desk, dining table and as well as outdoor use like terrace, kitchen garden, etc. The plant pot will add a brightening touch to your garden.",1 pc,pcs,1 pc,1,1,187,187,"JANATA,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.",India,['800000000141'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40289287_1-janata-planter-tray-no10-rectangle-plastic-assorted-colour-high-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289287-2_1-janata-planter-tray-no10-rectangle-plastic-assorted-colour-high-quality.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Durable and study material.
2. Light weight and easy to handle.
3. Suitable for both indoor and outdoors.","1. Ideal for herbs, succulents, indoor and outdoor plants both real and artificial.
2. Decorate your home balcony, tabletop, window sills, kitchen garden, and office desk and anywhere as a decor.","['EAN Code: 800000000141', 'Manufacturer Name & :JANATA,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.', 'Marketed by:LAPAZ IN,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.', 'Country of origin: India', '","LAPAZ IN,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.",-,-,-,-,-,-,"1. Brand :- JANATA.
2. Type :- Planter.
3. Material :- Plastic.
4. Colour :- Assorted.
5. Package Content :- 1 Pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Janata,"Janata Planter Tray - No.12, Rectangle, Plastic, Assorted Colour, High Quality, 1 pc","Janata Rectangle Planter are attractively designed pots made of durable and study materials, lightweight and safe around kids or lively animals. It is best suitable for both indoor uses like bedroom, living room, office desk, dining table and as well as outdoor use like terrace, kitchen garden, etc. The plant pot will add a brightening touch to your garden.",1 pc,pcs,1 pc,1,1,267,267,"JANATA,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.",India,['800000000142'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40289288_1-janata-planter-tray-no12-rectangle-plastic-assorted-colour-high-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289288-2_1-janata-planter-tray-no12-rectangle-plastic-assorted-colour-high-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289288-3_1-janata-planter-tray-no12-rectangle-plastic-assorted-colour-high-quality.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Durable and study material.
2. Light weight and easy to handle.
3. Suitable for both indoor and outdoor.","1. Ideal for herbs, succulents, and indoor and outdoor plants both real and artificial.
2. Decorate your home balcony, tabletop, window sills, kitchen garden, and office desk and anywhere as a decor.","['EAN Code: 800000000142', 'Manufacturer Name & :JANATA,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.', 'Marketed by:LAPAZ IN,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.', 'Country of origin: India', '","LAPAZ IN,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.",-,-,-,-,-,-,"1. Brand :- JANATA.
2. Type :- Planter.
3. Material :- Plastic.
4. Colour :- Assorted.
5. Package Content :- 1 Pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Janata,"Janata Planter Tray - No.12, Square, Plastic, Assorted Colour, High Quality, 1 pc","Janata Planter Square Tray is durable and prevents any excess water and soil to spill out. These are designed and manufactured using the highest quality standards. Suitable for indoor as well as outdoor use like bedroom, living room, and office desk. terrace and kitchen gardens. This planter is very attractive to grow and hold pots. It is Lightweight, durable and easy to clean and maintain. The planter tray is made of high-grade plastic.",1 pc,pcs,1 pc,1,1,425,425,"JANATA,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.",India,['800000000150'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40289290_1-janata-planter-tray-no12-square-plastic-assorted-colour-high-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289290-2_1-janata-planter-tray-no12-square-plastic-assorted-colour-high-quality.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Durable and study material.
2. Light weight and easy to handle.
3. Suitable for both indoor and outdoors.","1. Ideal for herbs, succulents, indoor and outdoor plants both real and artificial.
2. Decorate your home balcony, tabletop, window sills, kitchen garden, and office desk and anywhere as a decor.","['EAN Code: 800000000150', 'Manufacturer Name & :JANATA,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.', 'Marketed by:LAPAZ IN,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.', 'Country of origin: India', '","LAPAZ IN,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.",-,-,-,-,-,-,"1. Brand :- JANATA.
2. Type :- Planter.
3. Material :- Plastic.
4. Colour :- Assorted.
5. Package Content :- 1 Pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Janata,"Janata Planter Tray - No.14, Square, Plastic, Assorted Colour, High Quality, 1 pc","Janata Planter Square Tray is durable and prevents any excess water and soil from spilling out. These are designed and manufactured using the highest quality standards. Suitable for indoor as well as outdoors use like bedroom, living room, office desk. terrace and kitchen gardens. This planter is very attractive to grow and hold pots. It is Lightweight, durable and easy to clean and maintain. The planter tray is made of high-grade plastic.",1 pc,pcs,1 pc,1,1,115,115,"JANATA,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.",India,['800000000156'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40289295_1-janata-planter-tray-no14-square-plastic-assorted-colour-high-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289295-2_1-janata-planter-tray-no14-square-plastic-assorted-colour-high-quality.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Very attractive.
2. Suitable and outdoor.
3. Light weight and durable.
4. Easy to clean and maintain.
5. Made of high grade plastic.","Suitable for any indoor use like living room, bedroom, office desk, dining table, and outdoor like a terrace garden, balcony and corridors.","['EAN Code: 800000000156', 'Manufacturer Name & :JANATA,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.', 'Marketed by:LAPAZ IN,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.', 'Country of origin: India', '","LAPAZ IN,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.",-,-,-,-,-,-,"1. Brand :- JANATA.
2. Type :- Planter.
3. Material :- Plastic.
4. Colour :- Assorted.
5. Package Content :- 1 Pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Janata,"Janata Planter Tray - No.14, Square, Plastic, Assorted Colour, High Quality, 1 pc","Janata Planter Square Tray is durable and prevents any excess water and soil to spill out. These are designed and manufactured using the highest quality standards. Suitable for indoor as well as outdoor use like bedroom, living room, and office desk. terrace and kitchen gardens. This planter is very attractive to grow and hold pots. It is Lightweight, durable and easy to clean and maintain. The planter tray is made of high-grade plastic.",1 pc,pcs,1 pc,1,1,137,137,"JANATA,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.",India,['800000000157'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40289296_1-janata-planter-tray-no14-square-plastic-assorted-colour-high-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289296-2_1-janata-planter-tray-no14-square-plastic-assorted-colour-high-quality.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Very attractive.
2. Suitable and outdoor.
3. Light weight and durable.
4. Easy to clean and maintain.
5. Made of high-grade plastic.","Suitable for any indoor use like living room, bedroom, office desk, dining table, and also for outdoor like terrace garden, balcony and corridors.","['EAN Code: 800000000157', 'Manufacturer Name & :JANATA,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.', 'Marketed by:LAPAZ IN,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.', 'Country of origin: India', '","LAPAZ IN,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.",-,-,-,-,-,-,"1. Brand :- JANATA.
2. Type :- Planter.
3. Material :- Plastic.
4. Colour :- Assorted.
5. Package Content :- 1 Pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Janata,"Janata Planter Tray - No.8, Square, Plastic, Assorted Colour, High Quality, 1 pc","Janata Planter Square Tray is durable and prevents any excess water and soil to spill out. These are designed and manufactured using the highest quality standards. Suitable for indoor as well as outdoor use like bedroom, living room, and office desk. terrace and kitchen gardens. This planter is very attractive to grow and hold pots. It is Lightweight, durable and easy to clean and maintain. The planter tray is made of high-grade plastic.",1 pc,pcs,1 pc,1,1,59,59,"JANATA,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.",India,['800000000154'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40289293_1-janata-planter-tray-no8-square-plastic-assorted-colour-high-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289293-2_1-janata-planter-tray-no8-square-plastic-assorted-colour-high-quality.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Very attractive.
2. Suitable and outdoor.
3. Light weight and durable.
4. Easy to clean and maintain.
5. Made of high-grade plastic.","Suitable for any indoor use like living room, bedroom, office desk, dining table, and outdoor like a terrace garden, balcony and corridors.","['EAN Code: 800000000154', 'Manufacturer Name & :JANATA,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.', 'Marketed by:LAPAZ IN,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.', 'Country of origin: India', '","LAPAZ IN,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.",-,-,-,-,-,-,"1. Brand :- JANATA.
2. Type :- Planter.
3. Material :- Plastic.
4. Colour :- Assorted.
5. Package Content :- 1 Pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Janata,"Janata Planter Tray/Saucer - NO.100, Premium Quality Plastic, Durable, 1 pc","Janata Planter Tray ONTY are durable and prevents any excess water and soil to spill out. These are designed and manufactured using the highest quality standards. Suitable for indoor as well as outdoors use like bedroom, living room, office desk. terrace and kitchen gardens. This planter is very attractive to grow and hold pots. It is Lightweight, durable and easy to clean and maintain. The planter tray is made of high grade plastic.",1 pc,pcs,1 pc,1,1,79,79,"JANATA,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.",India,['800000000137'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40289284_1-janata-planter-traysaucer-no100-premium-quality-plastic-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289284-2_1-janata-planter-traysaucer-no100-premium-quality-plastic-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Very attractive.
2. Suitable and outdoor.
3. Light weight and durable.
4. Easy to clean and maintain.
5. Made of high grade plastic.","Suitable for any indoor use like living room, bedroom, office desk, dining table, and also for outdoor like terrace garden, balcony and corridors.","['EAN Code: 800000000137', 'Manufacturer Name & :JANATA,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.', 'Marketed by:LAPAZ IN,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.', 'Country of origin: India', '","LAPAZ IN,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.",-,-,-,-,-,-,"1. Brand :- JANATA.
2. Type :- Planter tray.
3. Material :- Plastic.
4. Colour :- Assorted.
5. Package Content :- 1 Pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Janata,"Janata Planter Tray/Saucer - NO.60, Premium Quality Plastic, Durable, 1 pc","Janata Planter Tray ONTY are durable and prevent any excess water and soil to spill out. These are designed and manufactured using the highest quality standards. Suitable for indoors as well as outdoors use like bedroom, living room, office desk. terrace and kitchen gardens. This planter is very attractive to grow and hold pots. It is Light weight, durable and easy to clean and maintain. The planter tray is made of high grade plastic.",1 pc,pcs,1 pc,1,1,45,45,"JANATA,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.",India,['800000000135'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40289282_1-janata-planter-traysaucer-no60-premium-quality-plastic-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289282-2_1-janata-planter-traysaucer-no60-premium-quality-plastic-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Very attractive.
2. Suitable and outdoor.
3. Light weight and durable.
4. Easy to clean and maintain.
5. Made of high grade plastic.","Suitable for any indoor use like living room, bedroom, office desk, dining table, and outdoor like terrace garden, balcony and corridors.","['EAN Code: 800000000135', 'Manufacturer Name & :JANATA,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.', 'Marketed by:LAPAZ IN,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.', 'Country of origin: India', '","LAPAZ IN,#252, 1st Floor, Bhiwandi - 421302 dist. Thane.",-,-,-,-,-,-,"1. Brand :- JANATA.
2. Type :- Planter tray.
3. Material :- Plastic.
4. Colour :- Assorted.
5. Package Content :- 1 Pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Klassic,"Klassic Blossom - Pot Metal Planter, Yellow, Medium, 1 pc","Let your planters reflect your personality with Klassic Planters. These Planters are suitable for all the intents: balcony, indoor as well as outdoor gardening. The design supports almost all the variety of flowers and plants. Colourful flowers grown along with the amazing designs of this planter will give an unique look for your garden. The planters can withstand direct sunlight, rainfall and can be kept outside all over the year - making it a perfect choice for outdoor gardening. They are also ideal for indoor gardening, and a lightweight option to decorate your table top, sleeves with beautiful plants. And the best part is that these high-quality beautiful planters are available at pocket-friendly rates!",1 pc,pcs,1 pc,1,1,399,279,Klassic,India,['40173191'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40173191_5-klassic-blossom-pot-metal-planter-yellow-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173191-2_5-klassic-blossom-pot-metal-planter-yellow-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173191-3_5-klassic-blossom-pot-metal-planter-yellow-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173191-4_5-klassic-blossom-pot-metal-planter-yellow-medium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40173191', 'Country of origin: India', '",-,-,-,-,-,-,-,"Brand: Klassic
Type: Hanging Planter
The material of the planter: Metal
Colour: yellow
Product Weight:285gm
Product Dimension : 5X4X8",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Klassic,"Klassic Blossom - Pot Metal Planter, Yellow, Medium, 1 pc","Let your planters reflect your personality with Klassic Planters. These Planters are suitable for all the intents: balcony, indoor as well as outdoor gardening. The design supports almost all the variety of flowers and plants. Colourful flowers grown along with the amazing designs of this planter will give an unique look for your garden. The planters can withstand direct sunlight, rainfall and can be kept outside all over the year - making it a perfect choice for outdoor gardening. They are also ideal for indoor gardening, and a lightweight option to decorate your table top, sleeves with beautiful plants. And the best part is that these high-quality beautiful planters are available at pocket-friendly rates!",1 pc,pcs,1 pc,1,1,399,279,Klassic,India,['40173191'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40173191_5-klassic-blossom-pot-metal-planter-yellow-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173191-2_5-klassic-blossom-pot-metal-planter-yellow-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173191-3_5-klassic-blossom-pot-metal-planter-yellow-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173191-4_5-klassic-blossom-pot-metal-planter-yellow-medium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40173191', 'Country of origin: India', '",-,-,-,-,-,-,-,"Brand: Klassic
Type: Hanging Planter
The material of the planter: Metal
Colour: yellow
Product Weight:285gm
Product Dimension : 5X4X8",-
