L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,About
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,BB Royal,"BB Royal Organic - Saunf/Sompu, 200 g","Organic Saunf is hygienically processed fragrant spice which is also known as one of the key ingredients. Fennel seeds widely used as a savoury spice. It is one of the popular ingredients mainly in cooking as a condiment and flavouring base. Excellent source of vital nutrients. Popularly used as a mouth freshener and to add flavour some curries. Extremely beneficial in managing acidity, Soak overnight and drink strained water for detox.",200 g,g,200 g,1,1,95,67,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,['40093613'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40093613_11-bb-royal-organic-saunf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40093613-2_9-bb-royal-organic-saunf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40093613-3_9-bb-royal-organic-saunf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40093613-4_9-bb-royal-organic-saunf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40093613-5_8-bb-royal-organic-saunf.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Potassium present in fennel seeds helps in regulating blood pressure.
Saunf has been found to be highly effective in the treatment of asthma.
Anti-inflammatory and antispasmodic properties found in fennel help clear the sinuses and relieve asthma symptoms by having a soothing effect on the throat and the airways.","Saunf is often used in Tadka or tempering of dishes and in pickles and chutneys.
The seeds are chewed by many as an after-dinner 'mint' and can often be seen in Indian restaurants to take as a digestive on the way out.","['EAN Code: 40093613', 'Manufacture by:Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071', 'FSSAI Number: 11214334000011', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Country of origin: India', 'Best before 01-06-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,BB Royal,"BB Royal Organic - Saunf/Sompu, 200 g","Organic Saunf is hygienically processed fragrant spice which is also known as one of the key ingredients. Fennel seeds widely used as a savoury spice. It is one of the popular ingredients mainly in cooking as a condiment and flavouring base. Excellent source of vital nutrients. Popularly used as a mouth freshener and to add flavour some curries. Extremely beneficial in managing acidity, Soak overnight and drink strained water for detox.",200 g,g,200 g,1,1,95,67,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,['40093613'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40093613_11-bb-royal-organic-saunf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40093613-2_9-bb-royal-organic-saunf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40093613-3_9-bb-royal-organic-saunf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40093613-4_9-bb-royal-organic-saunf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40093613-5_8-bb-royal-organic-saunf.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Potassium present in fennel seeds helps in regulating blood pressure.
Saunf has been found to be highly effective in the treatment of asthma.
Anti-inflammatory and antispasmodic properties found in fennel help clear the sinuses and relieve asthma symptoms by having a soothing effect on the throat and the airways.","Saunf is often used in Tadka or tempering of dishes and in pickles and chutneys.
The seeds are chewed by many as an after-dinner 'mint' and can often be seen in Indian restaurants to take as a digestive on the way out.","['EAN Code: 40093613', 'Manufacture by:Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071', 'FSSAI Number: 11214334000011', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Country of origin: India', 'Best before 01-06-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,BB Royal,"BB Royal Organic - Saunf/Sompu, 200 g","Organic Saunf is hygienically processed fragrant spice which is also known as one of the key ingredients. Fennel seeds widely used as a savoury spice. It is one of the popular ingredients mainly in cooking as a condiment and flavouring base. Excellent source of vital nutrients. Popularly used as a mouth freshener and to add flavour some curries. Extremely beneficial in managing acidity, Soak overnight and drink strained water for detox.",200 g,g,200 g,1,1,95,67,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,['40093613'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40093613_11-bb-royal-organic-saunf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40093613-2_9-bb-royal-organic-saunf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40093613-3_9-bb-royal-organic-saunf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40093613-4_9-bb-royal-organic-saunf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40093613-5_8-bb-royal-organic-saunf.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Potassium present in fennel seeds helps in regulating blood pressure.
Saunf has been found to be highly effective in the treatment of asthma.
Anti-inflammatory and antispasmodic properties found in fennel help clear the sinuses and relieve asthma symptoms by having a soothing effect on the throat and the airways.","Saunf is often used in Tadka or tempering of dishes and in pickles and chutneys.
The seeds are chewed by many as an after-dinner 'mint' and can often be seen in Indian restaurants to take as a digestive on the way out.","['EAN Code: 40093613', 'Manufacture by:Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071', 'FSSAI Number: 11214334000011', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Country of origin: India', 'Best before 01-06-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,BB Royal,"BB Royal Organic - Turmeric Powder, 2x500 g Multipack","Turmeric Powder has a soft, earthy and woody aroma, which is one of the most used spices while preparing Indian dishes. It adds a natural and vibrant colour to food, while also effectively purifying blood and stimulating protein digestion. bb Royal Turmeric is made using organically grown turmeric, which is also known to possess antiseptic properties.",2x500 g Multipack,g,2x500 g Multipack,1,1,278,202,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,['1208919'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_208919_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-2_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-3_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-4_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-5_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-6_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-7_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-8_1-bb-royal-organic-turmeric-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is recommended to include turmeric powder to each and every preparation of yours, as it contains antiseptic properties. 
Utilize it for marination or add it to the meat and vegetables while cooking. This will prevent your food from germs, making your food healthy to consume for a longer time. 
BB Royal Organic Turmeric powder is prepared from organically grown turmeric.","['EAN Code: 1208919', 'Country of origin: India', 'Manufacture by:Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071', 'FSSAI Number: 11214334000011', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Best before 01-06-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,BB Royal,"BB Royal Organic - Turmeric Powder, 2x500 g Multipack","Turmeric Powder has a soft, earthy and woody aroma, which is one of the most used spices while preparing Indian dishes. It adds a natural and vibrant colour to food, while also effectively purifying blood and stimulating protein digestion. bb Royal Turmeric is made using organically grown turmeric, which is also known to possess antiseptic properties.",2x500 g Multipack,g,2x500 g Multipack,1,1,278,202,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,['1208919'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_208919_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-2_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-3_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-4_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-5_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-6_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-7_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-8_1-bb-royal-organic-turmeric-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is recommended to include turmeric powder to each and every preparation of yours, as it contains antiseptic properties. 
Utilize it for marination or add it to the meat and vegetables while cooking. This will prevent your food from germs, making your food healthy to consume for a longer time. 
BB Royal Organic Turmeric powder is prepared from organically grown turmeric.","['EAN Code: 1208919', 'Country of origin: India', 'Manufacture by:Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071', 'FSSAI Number: 11214334000011', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Best before 01-06-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,BB Royal,"BB Royal Organic - Turmeric Powder, 2x500 g Multipack","Turmeric Powder has a soft, earthy and woody aroma, which is one of the most used spices while preparing Indian dishes. It adds a natural and vibrant colour to food, while also effectively purifying blood and stimulating protein digestion. bb Royal Turmeric is made using organically grown turmeric, which is also known to possess antiseptic properties.",2x500 g Multipack,g,2x500 g Multipack,1,1,278,202,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,['1208919'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_208919_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-2_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-3_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-4_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-5_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-6_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-7_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-8_1-bb-royal-organic-turmeric-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is recommended to include turmeric powder to each and every preparation of yours, as it contains antiseptic properties. 
Utilize it for marination or add it to the meat and vegetables while cooking. This will prevent your food from germs, making your food healthy to consume for a longer time. 
BB Royal Organic Turmeric powder is prepared from organically grown turmeric.","['EAN Code: 1208919', 'Country of origin: India', 'Manufacture by:Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071', 'FSSAI Number: 11214334000011', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Best before 01-06-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,BB Royal,"BB Royal Organic - Turmeric Powder, 2x500 g Multipack","Turmeric Powder has a soft, earthy and woody aroma, which is one of the most used spices while preparing Indian dishes. It adds a natural and vibrant colour to food, while also effectively purifying blood and stimulating protein digestion. bb Royal Turmeric is made using organically grown turmeric, which is also known to possess antiseptic properties.",2x500 g Multipack,g,2x500 g Multipack,1,1,278,202,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,['1208919'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_208919_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-2_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-3_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-4_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-5_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-6_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-7_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-8_1-bb-royal-organic-turmeric-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is recommended to include turmeric powder to each and every preparation of yours, as it contains antiseptic properties. 
Utilize it for marination or add it to the meat and vegetables while cooking. This will prevent your food from germs, making your food healthy to consume for a longer time. 
BB Royal Organic Turmeric powder is prepared from organically grown turmeric.","['EAN Code: 1208919', 'Country of origin: India', 'Manufacture by:Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071', 'FSSAI Number: 11214334000011', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Best before 01-06-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,BB Royal,"BB Royal Organic - Turmeric Powder, 2x500 g Multipack","Turmeric Powder has a soft, earthy and woody aroma, which is one of the most used spices while preparing Indian dishes. It adds a natural and vibrant colour to food, while also effectively purifying blood and stimulating protein digestion. bb Royal Turmeric is made using organically grown turmeric, which is also known to possess antiseptic properties.",2x500 g Multipack,g,2x500 g Multipack,1,1,278,202,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,['1208919'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_208919_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-2_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-3_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-4_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-5_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-6_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-7_1-bb-royal-organic-turmeric-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_208919-8_1-bb-royal-organic-turmeric-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is recommended to include turmeric powder to each and every preparation of yours, as it contains antiseptic properties. 
Utilize it for marination or add it to the meat and vegetables while cooking. This will prevent your food from germs, making your food healthy to consume for a longer time. 
BB Royal Organic Turmeric powder is prepared from organically grown turmeric.","['EAN Code: 1208919', 'Country of origin: India', 'Manufacture by:Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071', 'FSSAI Number: 11214334000011', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Best before 01-06-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,BB Royal,"BB Royal Organic - White Pepper, 50 g","White pepper consists of only the inner seed with the pericarp removed by soaking and rubbing or by decorticating when dry. Its outer shrunken skin is rubbed off, exposing the dried, grayish-white pepper inside. Due to the anti-oxidant properties of pepper, it would promote the circulation of blood and oxygen in the skin making it more energized and fresh looking. It offers a tangy and spicy flavour when added to the preparations. White pepper is sharp in its taste and also has a pungent aroma.",50 g,g,50 g,1,1,99,74,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,['40077435'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40077435_9-bb-royal-organic-white-pepper.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077435-2_8-bb-royal-organic-white-pepper.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077435-3_8-bb-royal-organic-white-pepper.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077435-4_8-bb-royal-organic-white-pepper.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077435-5_7-bb-royal-organic-white-pepper.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077435-6_7-bb-royal-organic-white-pepper.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077435-7_6-bb-royal-organic-white-pepper.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077435-8_2-bb-royal-organic-white-pepper.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077435-9_1-bb-royal-organic-white-pepper.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"High in antioxidants.
Has anti-inflammatory properties.
May benefit your brain.
May improve blood sugar control.
May lower cholesterol levels.
May have cancer-fighting properties.
A versatile spice.","White pepper is often used in dishes that need a peppery bite but where you don't want black flecks, such as in white sauces and potato dishes.
In Chinese cuisine, ground white pepper is used to add flavor to soups, marinades for meat and poultry, and spicier stir-fries.","['EAN Code: 40077435', 'Manufacture by:Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071', 'FSSAI Number: 11214334000011', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Country of origin: India', 'Best before 01-06-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,BB Royal,"BB Royal Organic Black Pepper/Kari Menasui, 500 g","Black pepper is a dried mature fruit of the topical perennial climbing plant and is known as the king of spices. It is popular in households because of the medicinal value it possesses and the flavour. Black pepper is antibacterial in nature and therefore helps to cure a cold and cough. A teaspoon of honey with freshly crushed pepper does the trick. It also helps to alleviate chest congestion, often caused due to pollution, flu, or a viral infection. You can add it to hot water and eucalyptus oil and take steam. And given that black pepper is rich in Vitamin C, it also works as a good antibiotic.",500 g,g,500 g,1,1,549,449,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,['40168521'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40168521_6-bb-royal-organic-black-pepperkali-mirchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168521-2_6-bb-royal-organic-black-pepperkali-mirchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168521-3_6-bb-royal-organic-black-pepperkali-mirchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168521-4_6-bb-royal-organic-black-pepperkali-mirchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168521-5_4-bb-royal-organic-black-pepperkali-mirchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168521-6_4-bb-royal-organic-black-pepperkali-mirchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168521-7_4-bb-royal-organic-black-pepperkali-mirchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168521-8_2-bb-royal-organic-black-pepperkali-mirchi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"High in antioxidants.
Has anti-inflammatory properties.
May benefit your brain. 
May improve blood sugar control.
May lower cholesterol levels.
May have cancer-fighting properties. 
A versatile spice.","It is used to add flavor and spice to meats, fish, vegetables, salad dressings, soups, stir-fries, pasta, and more.","['EAN Code: 40168521', 'Manufacture by:Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071', 'FSSAI Number: 11214334000011', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Country of origin: India', 'Best before 02-05-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,BB Royal,"BB Royal Organic Black Pepper/Kari Menasui, 500 g","Black pepper is a dried mature fruit of the topical perennial climbing plant and is known as the king of spices. It is popular in households because of the medicinal value it possesses and the flavour. Black pepper is antibacterial in nature and therefore helps to cure a cold and cough. A teaspoon of honey with freshly crushed pepper does the trick. It also helps to alleviate chest congestion, often caused due to pollution, flu, or a viral infection. You can add it to hot water and eucalyptus oil and take steam. And given that black pepper is rich in Vitamin C, it also works as a good antibiotic.",500 g,g,500 g,1,1,549,449,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,['40168521'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40168521_6-bb-royal-organic-black-pepperkali-mirchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168521-2_6-bb-royal-organic-black-pepperkali-mirchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168521-3_6-bb-royal-organic-black-pepperkali-mirchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168521-4_6-bb-royal-organic-black-pepperkali-mirchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168521-5_4-bb-royal-organic-black-pepperkali-mirchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168521-6_4-bb-royal-organic-black-pepperkali-mirchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168521-7_4-bb-royal-organic-black-pepperkali-mirchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168521-8_2-bb-royal-organic-black-pepperkali-mirchi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"High in antioxidants.
Has anti-inflammatory properties.
May benefit your brain. 
May improve blood sugar control.
May lower cholesterol levels.
May have cancer-fighting properties. 
A versatile spice.","It is used to add flavor and spice to meats, fish, vegetables, salad dressings, soups, stir-fries, pasta, and more.","['EAN Code: 40168521', 'Manufacture by:Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071', 'FSSAI Number: 11214334000011', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Country of origin: India', 'Best before 02-05-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-
