L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Usage,Other details.1,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Ingredients,Ingredient
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,Fresho,"Fresho Brown Bread - Safe, Preservative Free, 400 g","Fresho Brown Bread is the perfect breakfast option for those looking for a healthy diet. With no added preservatives or chemicals, this bread is premium quality and super soft. Made from whole wheat flour, these are best to toast or to make sandwiches. Just add sauce, veggies or a meat of your choice and enjoy it with fries on the side. Explore Fresho's full range of breads, buns and pavs for a fresh experience.",400 g,g,400 g,1,1,55,55,"C.P. Milk and Food Products Pvt. Ltd.Village Gudamba, Kursi Road, Lucknow, U. P. 226 026, Lic.No. 10012051000139.,",India,['8004256700849'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40013625_4-fresho-brown-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40013625-2_3-fresho-brown-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40013625-3_2-fresho-brown-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40013625-4_2-fresho-brown-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40013625-5_2-fresho-brown-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40013625-6_1-fresho-brown-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40013625-7_1-fresho-brown-bread-safe-preservative-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Toast the bread and pair it up with some chai.
You can also add cheese, some veggies or meat of your choice to make a sandwich.
Storage Information: -Store product in a cool and dry place.","[{'EAN Code': '8004256700849'}, {'Country of origin': 'India'}, {'Manufacturer Name and Address': ''}, {'Marketed by': 'Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon) 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071'}]","Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon) 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071",-,-,-,"Refined Wheat Flour,Whole Wheat Flour,Water,Milk solids,Margarine,Sugar,Baker's yeast,Soyapowder,Wheat and Barley Malt,Edible Common Salt,Gluten,Bread improver(Maize starch,Anti caking agent(INS 170(I),Antioxidant(INS300),Enzymes(INS1100(i),INS 1102,INS 1104).Contains Added Natural Color(INS 150d)",-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,Fresho,"Fresho Brown Bread - Safe, Preservative Free, 400 g + Butter - Pasteurised, 100 g, Combo 2 Items","Brown Bread - Safe, Preservative Free:
Fresho Brown Bread is the perfect breakfast option for those looking for a healthy diet. With no added preservatives or chemicals, this bread is premium quality and super soft. Made from whole wheat flour, these are best to toast or to make sandwiches. Just add sauce, veggies or a meat of your choice and enjoy it with fries on the side. Explore Fresho's full range of bread, buns and pavs for a fresh experience.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,119,119,"C.P. Milk and Food Products Pvt. Ltd.Village Gudamba, Kursi Road, Lucknow, U. P. 226 026, Lic.No. 10012051000139.,",India,['1220513'],"['10020043003172,10012051000139']",https://datalabs.siva3.io/image/Eunimart_groceries_220513_1-fresho-brown-bread-safe-preservative-free-400-g-butter-pasteurised-100-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'Brown Bread - Safe, Preservative Free': ''}, {'EAN Code': '1220513'}, {'Country of origin': 'India'}, {'Manufacturer Name and Address': ''}, {'Marketed by': 'Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon) 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071'}, {'Butter - Pasteurised': ''}, {'EAN Code': '1220513'}, {'FSSAI No': '10020043003172, 10012051000139'}, {'Manufacturer Name and Address': 'C.P. Milk and Food Products Pvt. Ltd.Village Gudamba, Kursi Road, Lucknow, U. P. 226 026, Lic.No. 10012051000139.,'}, {'Marketed By': 'Innovative Retail Concepts Pvt. Ltd.Ranka Junction, No. 224, (Old Sy. No. 80/3),4th Floor, Vijinapura, Old Madras Road. K.R. Puram, Bengaluru 560 016Lic.No. 10020043003172'}, {'Country of origin': 'India'}]","Innovative Retail Concepts Pvt. Ltd.Ranka Junction, No. 224, (Old Sy. No. 80/3),4th Floor, Vijinapura, Old Madras Road. K.R. Puram, Bengaluru 560 016Lic.No. 10020043003172",-,-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,Fresho,"Fresho Burger Buns - Safe, Preservative Free, 150 g (Pack of 2)","Whether it is buns, pav or pizza base, Fresho's range of delicious bakes is for everyone. With no added preservatives, flavours or chemicals, these products are perfect to snack on. The Fresho Burger Buns in particular are flavourful and perfectly risen. Soft on the inside and firm on the outside, they're baked using the finest ingredients available. These burger buns can be paired with veggies, patties, a spread & fries to make an easy homemade meal. The pack contains 2 Fresho burger buns, perfect to fill up a family of 2.",150 g (Pack of 2),g (Pack of ),150 g (Pack of 2),2,1,39,39,"C.P. Milk and Food Products Pvt. Ltd.Village Gudamba, Kursi Road, Lucknow, U. P. 226 026, Lic.No. 10012051000139.,",India,['4002535607'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40025356_3-fresho-burger-buns-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40025356-2_2-fresho-burger-buns-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40025356-3_2-fresho-burger-buns-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40025356-4_2-fresho-burger-buns-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40025356-5_2-fresho-burger-buns-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40025356-6_1-fresho-burger-buns-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40025356-7_1-fresho-burger-buns-safe-preservative-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Pair it with some spreads & dips, some fresh veggies and a patty.
Perfect for a quick-fix meal!
Storage Information:
Store product in a clean & dry place.","[{'EAN Code': '4002535607'}, {'Country Of Origin': 'India'}, {'Manufacturer Name and Address': ''}, {'Marketed by': 'Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon) 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071'}]","Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon) 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071",-,-,-,"Refined Wheat Flour, Water, Margarine, Sugar, Milk Solids, Baker's Yeast, Soya Powder, Sesame Seeds, Edible Common Salt, Gluten, Bread Improver (maize starch, anti caking agent (INS 170 (i)), Antioxidant Enzymes (ins 1100(i), 1102, 1004).",-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,Fresho,"Fresho Burger Buns - Safe, Preservative Free, 150 g + Butter - Pasteurised, 100 g, Combo 2 Items","Burger Buns - Safe, Preservative Free: Whether it is buns, pav or pizza base, Fresho's range of delicious bakes is for everyone. With no added preservatives, flavours or chemicals, these products are perfect to snack on. The Fresho Burger Buns in particular are flavourful and perfectly risen. Soft on the inside and firm on the outside, they're baked using the finest ingredients available. These burger buns can be paired with veggies, patties, a spread & fries to make an easy homemade meal. The pack contains 2 Fresho burger buns, perfect to fill up a family of 2.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,103,103,"C.P. Milk and Food Products Pvt. Ltd.Village Gudamba, Kursi Road, Lucknow, U. P. 226 026, Lic.No. 10012051000139.,",India,['1220516'],"['10020043003172,10012051000139']",https://datalabs.siva3.io/image/Eunimart_groceries_220516_1-fresho-burger-buns-safe-preservative-free-150-g-butter-pasteurised-100-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'Burger Buns - Safe, Preservative Free': 'EAN Code: 1220516'}, {'Country Of Origin': 'India'}, {'Manufacturer Name and Address': ''}, {'Marketed by': 'Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon) 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071'}, {'EAN Code': '1220516'}, {'FSSAI No': '10020043003172, 10012051000139'}, {'Manufacturer Name and Address': 'C.P. Milk and Food Products Pvt. Ltd.Village Gudamba, Kursi Road, Lucknow, U. P. 226 026, Lic.No. 10012051000139.,'}, {'Marketed By': 'Innovative Retail Concepts Pvt. Ltd.Ranka Junction, No. 224, (Old Sy. No. 80/3),4th Floor, Vijinapura, Old Madras Road. K.R. Puram, Bengaluru 560 016Lic.No. 10020043003172'}, {'Country of origin': 'India'}]","Innovative Retail Concepts Pvt. Ltd.Ranka Junction, No. 224, (Old Sy. No. 80/3),4th Floor, Vijinapura, Old Madras Road. K.R. Puram, Bengaluru 560 016Lic.No. 10020043003172",-,-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,Fresho,"Fresho Kulcha, 200 g (Pack of 2)","Kuch Kulcha ho jaye! Why fuss and make a mess when you can just opt for Fresho Kulcha. It‚s tasty and ready to eat. Just warm it up and serve it with your favourite curry. A quick-fix food option to help you manage your day when in need. It‚s prepared with fresh ingredients and yogurt to give you a great soft, spongy and easy-to-tear texture. Spiced with chili flakes and salt, it doesn‚t even need seasoning. When you have a houseful of people with nothing planned, this kulcha is a great option to make your dinner easy. Fresho looks forward to being your kitchen buddy who sits on the shelf and comes to your aid when you need it. We are true to our choice of ingredients and keep the food we provide you preservative-free.",200 g (Pack of 2),g (Pack of ),200 g (Pack of 2),2,1,39,39,"C.P. Milk and Food Products Pvt. Ltd.Village Gudamba, Kursi Road, Lucknow, U. P. 226 026, Lic.No. 10012051000139.,",India,['8904256706339'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40127228_1-fresho-kulcha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40127228-2_1-fresho-kulcha.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Warm it up on a tawa and relish it with your favourite gravy.
You can heat the kulcha and smear some butter to enhance its taste before serving with some rich gravy.","[{'EAN Code': '8904256706339'}, {'Country of origin': 'India'}, {'Manufacturer Name & Address': ''}]",-,-,-,-,"Bangalore, Chennai, Mumbai & Pune: Refined Flour, Water, Sugar, Oil, Yeast, Gluten, Salt, Improver, Curd And Chilli Flakes.",-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,Fresho,"Fresho Milk Bread - Safe, Preservative Free, 400 g","Relish freshly baked, milky white, soft and spongy bread every morning. Make every bite delicious with buttery sandwiches or sweet and tangy jam sandwiches. Made with the finest ingredients and baked to perfection with a pinch of Fresho love, the milk bread is a great option to make any snack.",400 g,g,400 g,1,1,50,50,"C.P. Milk and Food Products Pvt. Ltd.Village Gudamba, Kursi Road, Lucknow, U. P. 226 026, Lic.No. 10012051000139.,",India,['904256700962'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40037466_3-fresho-milk-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40037466-2_2-fresho-milk-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40037466-3_2-fresho-milk-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40037466-4_2-fresho-milk-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40037466-5_2-fresho-milk-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40037466-6_1-fresho-milk-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40037466-7_1-fresho-milk-bread-safe-preservative-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"A fun many lots of ways for you to try Smear on your favourite spreads or soft butter to relish the bread just as they are.
Toast it, turn it golden to bring in some crunch and jam it up to add sweetness.
Sneak in some of your favourite veggies mixed in spice in between the slices and you can grill it.
Spread some peanut butter, slice up a banana and garnish the bread. You can drizzle honey or caramel sauce to give a bang to the flavours.
You can also spread some green chutney, place some sliced veggies on top and try this refreshing open sandwich. Make yummy french toasts for breakfast.","[{'EAN Code': '904256700962'}, {'Country of origin': 'India'}, {'Manufacturer Name and Address': ''}, {'Marketed by': 'Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon) 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071'}]","Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon) 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071",-,-,-,"Bangalore, Mumbai, Chennai & Pune: Refined Wheat Flour, Water, Butter, Margarine, Sugar, Yeast, Gluten, Salt, Improver, Oil.
Hyderabad: Refined Wheat Flour, Whole Wheat Flour, Sugar, Edible Vegetable Fat, Yeast,  Iodized Salt, Edible Vegetable Oil (Palm Oil), Gluten, Bread Improver, Milk Powder.
Delhi, Noida & Gurgaon: Refined Wheat Flour, Sugar, Milk Solids, Bakery's Yeast, Butter, Edible Vegetable Fat (hydrogenated), Edible Common Salt, Gluten, Anticaking Agent (ins 170(i)), Flour Treatment Agent (ins 1100).
Kolkata: Refined Wheat Flour, Sugar, Edible Vegetable Oil (Sunflower Oil), Baker's Yeast,  Iodized Salt, Gluten, Emulsifier (e481(i)), Antioxidant (e300), Bread Improver (e170i), Enzymes.",-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,Fresho,"Fresho Milk Bread - Safe, Preservative Free, 400 g + Butter - Pasteurised, 100 g, Combo 2 Items","Milk Bread - Safe, Preservative Free:
Relish freshly baked, milky white, soft and spongy bread every morning. Make every bite delicious with buttery sandwiches or sweet and tangy jam sandwiches. Made with the finest ingredients and baked to perfection with a pinch of Fresho love, the milk bread is a great option to make any snack.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,114,114,"C.P. Milk and Food Products Pvt. Ltd.Village Gudamba, Kursi Road, Lucknow, U. P. 226 026, Lic.No. 10012051000139.,",India,['1220518'],"['10020043003172,10012051000139']",https://datalabs.siva3.io/image/Eunimart_groceries_220518_1-fresho-milk-bread-safe-preservative-free-400-g-butter-pasteurised-100-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'Milk Bread - Safe, Preservative Free': ''}, {'EAN Code': '1220518'}, {'Country of origin': 'India'}, {'Manufacturer Name and Address': ''}, {'Marketed by': 'Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon) 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071'}, {'Butter - Pasteurised': ''}, {'EAN Code': '1220518'}, {'FSSAI No': '10020043003172, 10012051000139'}, {'Manufacturer Name and Address': 'C.P. Milk and Food Products Pvt. Ltd.Village Gudamba, Kursi Road, Lucknow, U. P. 226 026, Lic.No. 10012051000139.,'}, {'Marketed By': 'Innovative Retail Concepts Pvt. Ltd.Ranka Junction, No. 224, (Old Sy. No. 80/3),4th Floor, Vijinapura, Old Madras Road. K.R. Puram, Bengaluru 560 016Lic.No. 10020043003172'}, {'Country of origin': 'India'}]","Innovative Retail Concepts Pvt. Ltd.Ranka Junction, No. 224, (Old Sy. No. 80/3),4th Floor, Vijinapura, Old Madras Road. K.R. Puram, Bengaluru 560 016Lic.No. 10020043003172",-,-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,Fresho,"Fresho Multigrain Bread - Safe, Preservative Free, 200 g","Fresho Multigrain Bread is for those who want bread but don't want to cheat on their diet. These bread are made using the finest ingredients. The seeds and oats topping on the bread make it more interesting. This bread have just the perfect amount of softness and tastes great when toasted. Pair it up with your morning chai and enjoy. Explore Fresho's full range of bread, buns and pavs for a fresh experience.",200 g,g,200 g,1,1,39,39,"C.P. Milk and Food Products Pvt. Ltd.Village Gudamba, Kursi Road, Lucknow, U. P. 226 026, Lic.No. 10012051000139.,",India,['40087524'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40087524_5-fresho-multigrain-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087524-2_5-fresho-multigrain-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087524-3_3-fresho-multigrain-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087524-4_3-fresho-multigrain-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087524-5_3-fresho-multigrain-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087524-6_1-fresho-multigrain-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087524-7_1-fresho-multigrain-bread-safe-preservative-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Use this bread to make a healthy sandwich with veggies or meat, or spread some jam over it.
Storage Information: Store in a clean and dry place.","[{'EAN Code': '40087524'}, {'Country Of Origin': 'India'}, {'Manufacturer Name and Address': ''}, {'Bangalore and Chennai': 'Bliss Chocolates India Pvt. Ltd.      #21, 1st Main Road. MES Colony,  Konena Agrahara, Bengaluru 560 017'}, {'Mumbai': 'BLISS CHOCOLATES INDIA PRIVATE LIMITED UNIT NOS C AND D, SURVEY NO.12/9A, INDIPLEX - IV, SHANTI VIDYA NAGARI ROAD, NEAR RELIANCE RECEIVING STATION, VILLAGE GHODBUNDER, MIRA ROAD EAST, Thane, Maharashtra'}]",-,-,-,-,"Refined Wheat Flour,Whole Wheat Flour,Water,Milk solids,Margarine,Sugar,Baker's yeast,Multigrain Mix(Flax Seed,Malted Rye Grits,Semolina of Maize,Soya Gritts,Sesame seed),Soyapowder, Edible Common Salt,Gluten,Bread improver(Maize starch,Anti caking agent(INS 170(I),Antioxidant(INS300),Enzymes(INS1100(i),INS 1102,INS 1104).Contains Added Natural Color(INS 150d)",-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,Fresho,"Fresho Multigrain Bread - Safe, Preservative Free, 400 g","Fresho Multigrain Bread is for those who want bread but don't want to cheat on their diet. These bread are made using the finest ingredients. The seeds and oats topping on the bread make it more interesting. This bread have just the perfect amount of softness and tastes great when toasted. Pair it up with your morning chai and enjoy. Explore Fresho's full range of bread, buns and pavs for a fresh experience.",400 g,g,400 g,1,1,60,60,"C.P. Milk and Food Products Pvt. Ltd.Village Gudamba, Kursi Road, Lucknow, U. P. 226 026, Lic.No. 10012051000139.,",India,['890425670093'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40020506_3-fresho-multigrain-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40020506-2_2-fresho-multigrain-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40020506-3_2-fresho-multigrain-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40020506-4_2-fresho-multigrain-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40020506-5_2-fresho-multigrain-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40020506-6_1-fresho-multigrain-bread-safe-preservative-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40020506-7_1-fresho-multigrain-bread-safe-preservative-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Use this bread to make a healthy sandwich with veggies or meat, or spread some jam over it.
Storage Information: Store in a clean and dry place.","[{'EAN Code': '890425670093'}, {'Country Of Origin': 'India'}, {'Manufacturer Name and Address': ''}, {'Marketed by': 'Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon) 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071'}]","Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon) 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071",-,-,-,"Refined Wheat Flour,Whole Wheat Flour,Water,Milk solids,Margarine,Sugar,Baker's yeast,Multigrain Mix(Flax Seed,Malted Rye Grits,Semolina of Maize,Soya Gritts,Sesame seed),Soyapowder, Edible Common Salt,Gluten,Bread improver(Maize starch,Anti caking agent(INS 170(I),Antioxidant(INS300),Enzymes(INS1100(i),INS 1102,INS 1104).Contains Added Natural Color(INS 150d)",-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,Fresho,"Fresho Multigrain Bread - Safe, Preservative Free, 400 g + Butter - Pasteurised, 100 g, Combo 2 Items","Multigrain Bread - Safe, Preservative Free:
Fresho Multigrain Bread is for those who want bread but don't want to cheat on their diet. These bread are made using the finest ingredients. The seeds and oats topping on the bread make it more interesting. This bread has just the perfect amount of softness and tastes great when toasted. Pair it up with your morning chai and enjoy. Explore Fresho's full range of bread, buns and pavs for a fresh experience.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,124,124,"C.P. Milk and Food Products Pvt. Ltd.Village Gudamba, Kursi Road, Lucknow, U. P. 226 026, Lic.No. 10012051000139.,",India,['1220514'],"['10020043003172,10012051000139']",https://datalabs.siva3.io/image/Eunimart_groceries_220514_1-fresho-multigrain-bread-safe-preservative-free-400-g-butter-pasteurised-100-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'Multigrain Bread - Safe, Preservative Free': 'EAN Code: 1220514'}, {'Country Of Origin': 'India'}, {'Manufacturer Name and Address': ''}, {'Marketed by': 'Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon) 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071'}, {'EAN Code': '1220514'}, {'FSSAI No': '10020043003172, 10012051000139'}, {'Manufacturer Name and Address': 'C.P. Milk and Food Products Pvt. Ltd.Village Gudamba, Kursi Road, Lucknow, U. P. 226 026, Lic.No. 10012051000139.,'}, {'Marketed By': 'Innovative Retail Concepts Pvt. Ltd.Ranka Junction, No. 224, (Old Sy. No. 80/3),4th Floor, Vijinapura, Old Madras Road. K.R. Puram, Bengaluru 560 016Lic.No. 10020043003172'}, {'Country of origin': 'India'}]","Innovative Retail Concepts Pvt. Ltd.Ranka Junction, No. 224, (Old Sy. No. 80/3),4th Floor, Vijinapura, Old Madras Road. K.R. Puram, Bengaluru 560 016Lic.No. 10020043003172",-,-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,Fresho,"Fresho Multigrain Hot Dog Bun - Safe, Preservative Free, 300 g (Pack of 4)","Whether it is buns, pav, pizza base or cakes, pastries and rusk, Fresho's range of delicious bakes ihas something for everyone. With no added preservatives, flavours or chemicals, these products are perfect to snack on. The Fresho Multigrain Hot Dog Buns are delicious and perfectly risen. Soft on the inside and firm on the outside, they're loaded with multigrains and can be paired with sausages, a spread, lettuce & some fries to make an easy homemade meal. The pack contains 4 Fresho multigrain hot dog buns, perfect to fill up a family.",300 g (Pack of 4),g (Pack of ),300 g (Pack of 4),4,1,79,79,"C.P. Milk and Food Products Pvt. Ltd.Village Gudamba, Kursi Road, Lucknow, U. P. 226 026, Lic.No. 10012051000139.,",India,['40087522'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40087522_2-fresho-multigrain-hot-dog-bun-safe-preservative-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Pair it with some spreads & dips, a sausage or a patty.
Perfect for a quick-fix meal!
Storage Information: Store product in a clean & dry place.","[{'EAN Code': '40087522'}, {'Country Of Origin': 'India'}, {'Manufacturer Name and Address': ''}, {'Bangalore and Chennai': 'Bliss Chocolates India Pvt. Ltd.      #21, 1st Main Road. MES Colony,  Konena Agrahara, Bengaluru 560 017'}, {'Mumbai': 'BLISS CHOCOLATES INDIA PRIVATE LIMITED UNIT NOS C AND D, SURVEY NO.12/9A, INDIPLEX - IV, SHANTI VIDYA NAGARI ROAD, NEAR RELIANCE RECEIVING STATION, VILLAGE GHODBUNDER, MIRA ROAD EAST, Thane, Maharashtra'}, {'Marketed by': 'Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon) 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071'}]","Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon) 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071",-,-,-,"Refined Flour, Water, Multigrain Seed Euro, Sugar, Salt, Yeast, Jem Baker's Bonus, Oil, Milk Powder, Gluten, Calcium Propionate, Butter, Bread Improver.",-
