L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Specification
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Dairy Craft,"Dairy Craft Butter - Lightly Salted, 500 g","Dairy Craft is an an ISO 22000 : 2005 certified company manufacturing over 35 varieties of cheese and butters. A velvety and deliciously subtle butter with a light touch of salt. Mindfully crafted by Dairy Craft, using the art of slow churning. The butter has a distinctive flavour and a pleasant aroma, making it an essential ingredient for baking and a must have for every baking enthusiast. 100% Vegetarian and Made with Pasteurized Buffalo Milk. Made with the slow churning method it has a creamy delicious texture. Weight : 500 g Keep refrigerated below 4 deg C.",500 g,g,500 g,1,1,312,312,"VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",India,['40120608'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40120608_3-dairy-craft-butter-lightly-salted.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120608-2_5-dairy-craft-butter-lightly-salted.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120608-3_5-dairy-craft-butter-lightly-salted.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120608-4_5-dairy-craft-butter-lightly-salted.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120608-5_5-dairy-craft-butter-lightly-salted.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ideal for spreading and cooking.,"['EAN Code: 40120608', 'Country of origin: India', 'Manufactured by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Marketed by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Best before 31-05-2023', '","VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",-,-,-,-,"Butter & Iodized salt, contains permitted natural colour (annato)",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Dairy Craft,"Dairy Craft Cheese - Slice, Black Pepper, 200 g Pouch","Cheese slices Black pepper are farmhouse cheese slices made of Buffalo milk weighing 15gm each with a cracked Black Pepper flavour. Brand name: Dairy Craft, weight: 200g",200 g Pouch,g,200 g Pouch,1,1,225,225,"VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",India,['8906023920559'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30010190_4-dairy-craft-cheese-slices-black-pepper.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010190-2_3-dairy-craft-cheese-slices-black-pepper.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010190-3_2-dairy-craft-cheese-slices-black-pepper.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010190-4_2-dairy-craft-cheese-slices-black-pepper.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010190-5_2-dairy-craft-cheese-slices-black-pepper.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Sandwiches, Hamburgers, omlettes etc.","['EAN Code: 8906023920559', 'Country of origin: India', 'Manufactured by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Marketed by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Best before 31-05-2023', '","VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",-,-,-,-,"Cheddar Cheese , Emulsifier(E331)& Iodised Salt, contains permitted class II preservatives (E200) and added baked cracked black pepper.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Dairy Craft,"Dairy Craft Cheese - Slice, Garlic, 200 g Pouch","Farmhouse cheese slices made of Buffalo milk weighing 15gm each with a flavour of fresh garlic. After opening, store the cheese in a sealed airtight container to avoid contamination. Brand name: Dairy Craft , weight: 200g, Vegetarian, storage: After opening, store the cheese in a sealed airtight container to avoid contamination.",200 g Pouch,g,200 g Pouch,1,1,225,225,"VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",India,['8906023920566'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30010191_4-dairy-craft-cheese-slices-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010191-2_3-dairy-craft-cheese-slices-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010191-3_2-dairy-craft-cheese-slices-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010191-4_2-dairy-craft-cheese-slices-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010191-5_2-dairy-craft-cheese-slices-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Sandwiches, Hamburgers, omlettes etc.","['EAN Code: 8906023920566', 'Country of origin: India', 'Manufactured by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Marketed by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Best before 31-05-2023', '","VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",-,-,-,-,"Cheddar Cheese , Emulsifier(E331)& Iodised Salt, contains permitted class II preservatives (E200) and added fresh Garlic.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Dairy Craft,"Dairy Craft Cheese - Slice, Herbs & Spices, 200 g Pouch","Farmhouse cheese slices made of Buffalo milk weighing 15gm each with a flavour of Herbs & spices. Cheese is a dairy product, derived from milk and produced in wide ranges of flavours, textures and forms by coagulation of the milk protein casein. It comprises milk proteins and fats. Cheese can give a lip-smacking flavour to every dish, you can either consume it whole, melt it in your food or shred on salads and sandwiches. Brand name: Dairy Craft, weight: 200g, vegetarian",200 g Pouch,g,200 g Pouch,1,1,225,225,"VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",India,['8906023920573'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30010192_6-dairy-craft-cheese-slices-herbs-n-spices.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010192-2_2-dairy-craft-cheese-slices-herbs-n-spices.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010192-3_1-dairy-craft-cheese-slices-herbs-n-spices.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010192-4_1-dairy-craft-cheese-slices-herbs-n-spices.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010192-5_1-dairy-craft-cheese-slices-herbs-n-spices.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Sandwiches, Hamburgers, omlettes etc.","['EAN Code: 8906023920573', 'Country of origin: India', 'Manufactured by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Marketed by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Best before 31-05-2023', '","VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",-,-,-,-,"Cheddar Cheese , Emulsifier(E331)& Iodised Salt, contains permitted class II preservatives (E200) and added black pepper, green chillies, garlic, tomato, basil, cumin & cloves.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Dairy Craft,"Dairy Craft Cheese - Slice, Plain, 200 g Pouch","Cheese slices plain are farmhouse cheese slices made of Buffalo milk weighing 15gm each. Cheese is a dairy product, derived from milk which makes it a good source of calcium and nutrition for both adults and children. Top up Dairy Craft John Mozzarella Cheese to uplift the taste of your sandwiches, pizzas, pastas and more. It can also be used to give a creamy taste and thick texture to your curries and gravies as well as can be eaten raw with bread for breakfast Brand name: Dairy Craft, Weight: 200g, Vegetarian, Health Benefits: good source of calcium and nutrition for both adults and children.",200 g Pouch,g,200 g Pouch,1,1,180,180,"VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",India,['8906023920320'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30010189_3-dairy-craft-cheese-slices-plain.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010189-2_2-dairy-craft-cheese-slices-plain.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010189-3_1-dairy-craft-cheese-slices-plain.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010189-4_1-dairy-craft-cheese-slices-plain.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010189-5_1-dairy-craft-cheese-slices-plain.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Sandwiches, Hamburgers, omlettes etc.","['EAN Code: 8906023920320', 'Country of origin: India', 'Manufactured by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Marketed by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Best before 31-05-2023', '","VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",-,-,-,-,"Cheddar Cheese , Emulsifier(E331)& Common Salt, contains permitted class II preservatives (E200).",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Dairy Craft,"Dairy Craft English Cheddar Cheese, 200 g Pouch","100% pure vegetarian and natural cheddar with mild creamy flavour. It has a rich tendency to melt in the mouth with a hazelnut flavour. Modern, Farm House, Vegetarian Hard Cheese Smooth firm body, creamy taste typically matured for 3 to 6 months The use of this cheese is limited only by your imagination - from topping your meals to serving atop apple pie. Brand name: Dairy Craft , weight: 200g, Shelf life: 3 Months, Storage: store at +4°C",200 g Pouch,g,200 g Pouch,1,1,255,255,"VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",India,['30010200'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30010200_3-dairy-craft-cheddar-english.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010200-2_2-dairy-craft-cheddar-english.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010200-3_1-dairy-craft-cheddar-english.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010200-4_1-dairy-craft-cheddar-english.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010200-5_1-dairy-craft-cheddar-english.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Can be sliced and eaten raw as is or with crackers,Complements beautifully with apples and wine.It is a Key ingredient in cheese dips , sauces and Cheddar cheese balls.","['EAN Code: 30010200', 'Country of origin: India', 'Manufactured by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Marketed by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Best before 31-05-2023', '","VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",-,-,-,-,"Pasteurized toned milk,Dairy culture,Iodised Salt,Microbial Veg. Rennet.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Dairy Craft,"Dairy Craft Fetta Cheese, 200 g","Crumbly aged cheese with a slightly grainy texture made from Buffalo milk. It is tangy salty in taste, semi hard in texture.",200 g,g,200 g,1,1,285,285,"VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",India,['40097998'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40097998_4-dairy-craft-feta-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40097998-2_3-dairy-craft-feta-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40097998-3_2-dairy-craft-feta-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40097998-4_2-dairy-craft-feta-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40097998-5_2-dairy-craft-feta-cheese.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Salads, Feta cheese sandwiches, omelettes, feta cheese pie, Lasagna","['EAN Code: 40097998', 'Country of origin: India', 'Manufactured by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Marketed by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Best before 16-04-2023', '","VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",-,-,-,-,"Pasteurized Milk, Iodised Salt , Microbial(Veg) Rennet, Acidity Regulator(E595).",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Dairy Craft,"Dairy Craft Fetta Cheese, 400 g","Crumbly aged cheese with a slightly grainy texture made from Buffalo milk. It is tangy salty in taste, semi hard in texture.",400 g,g,400 g,1,1,530,530,"VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",India,['40097999'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40097999_2-dairy-craft-feta-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40097999-2_1-dairy-craft-feta-cheese.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Salads, Feta cheese sandwiches, omelettes, feta cheese pie, Lasagna","['EAN Code: 40097999', 'Country of origin: India', 'Manufactured by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Marketed by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Best before 16-04-2023', '","VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",-,-,-,-,"Pasteurized Milk, Iodised Salt , Microbial(Veg) Rennet, Acidity Regulator(E595).",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Dairy Craft,"Dairy Craft Pizza Cheese - Mozeralla & Cheddar, 200 g Carton","A unique combination of mozzarella & cheddar, that gives the pizza a great flavour. Mozzarella cheese aids in perfect melting over pizzas. While the subtle nutty taste of cheddar adds that extra aroma. brand name: Dairy Craft , weight: 200g",200 g Carton,g,200 g Carton,1,1,125,125,"VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",India,['30010180'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30010180_4-dairy-craft-cheese-mozzarella-cheddar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010180-2_3-dairy-craft-cheese-mozzarella-cheddar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010180-3_3-dairy-craft-cheese-mozzarella-cheddar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010180-4_3-dairy-craft-cheese-mozzarella-cheddar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010180-5_3-dairy-craft-cheese-mozzarella-cheddar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010180-6_1-dairy-craft-cheese-mozzarella-cheddar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Lasagne, Pizza, Pasta, Baked Dishes","['EAN Code: 30010180', 'Country of origin: India', 'Manufactured by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Marketed by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Best before 15-07-2023', '","VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",-,-,-,-,"Mozarella cheese, cheddar cheese,Emulsifiers(E331), Iodised salt, Preservatives(E200).",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Dairy Craft,"Dairy Craft Pizza Cheese - Mozeralla & Cheddar, 400 g Carton","A unique combination of mozzarella & cheddar, that gives the pizza a great flavour. Mozzarella cheese aids in perfect melting over pizzas. While the subtle nutty taste of cheddar adds that extra aroma. brand name: Dairy Craft",400 g Carton,g,400 g Carton,1,1,240,240,"VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",India,['30010181'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30010181_4-dairy-craft-cheese-mozzarella-cheddar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010181-2_3-dairy-craft-cheese-mozzarella-cheddar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010181-3_3-dairy-craft-cheese-mozzarella-cheddar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010181-4_3-dairy-craft-cheese-mozzarella-cheddar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010181-5_3-dairy-craft-cheese-mozzarella-cheddar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Lasagne, Pizza, Pasta, Baked Dishes","['EAN Code: 30010181', 'Country of origin: India', 'Manufactured by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Marketed by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Best before 15-07-2023', '","VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",-,-,-,-,"Mozarella cheese, cheddar cheese,Emulsifiers(E331), Iodised salt, Preservatives(E200).",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Dairy Craft,"Dairy Craft Smoked English Cheddar Cheese, 200 g Pouch","100% natural cheddar with special smoked aroma. The flavour of the cheese; although smoked, does not leave a burnt after taste. Brand name: Dairy Craft, weight: 200g, vegetarian",200 g Pouch,g,200 g Pouch,1,1,325,325,"VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",India,['30010204'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30010204_2-dairy-craft-smoked-cheddar-english.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010204-2_1-dairy-craft-smoked-cheddar-english.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Can be sliced and eaten raw as is or with crackers,Complements beautifully with apples and wine.It is a Key ingredient in cheese dips , sauces and Cheddar cheese balls.","['EAN Code: 30010204', 'Country of origin: India', 'Manufactured by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Marketed by: VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208', 'Best before 31-05-2023', '","VILLAGE BAHADURGARH TEHSIL GARHMUKTESHWAR DISTRICT HAPUR, U.P.-245208",-,-,-,-,"Pasteurized toned milk,Dairy culture,Iodised Salt,Microbial (Veg.) Rennet and added smoke aroma.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Dibha,"Dibha Golden Milk - Rich In Calcium & Protein, Anti-Inflammatory, 100 g Tin","The Dibha Honest Snacking Golden Milk is a better substitute for your morning or bedtime milk. This golden milk has milk powder curated from organic mild dried with natural techniques to keep the protein and calcium values of the powder intact along with turmeric with numerous health benefits. The turmeric has anti-bacterial and anti-inflammatory properties, so the drink keeps you healthy and away from frequent sickness. The other ingredients like elaichi, dalchini and kali mirch give your milk a flavourful taste along with the micro health benefits. The mimls is ready to drink and can be severe to people of any age to boost immunity and serve long-term health benefits. Explore the wide range of Healthy Snacks from Dibha Honest Snacking only on Big Basket.",100 g Tin,g,100 g Tin,1,1,225,225,"Brownwall Food Products Private Limited (W-231A, MIDC TTC Industrial Area, Kopar Khairane, Navi Mumbai 400710)",India,['8906154240106'],['11520015000185'],https://datalabs.siva3.io/image/Eunimart_groceries_40252809_1-dibha-golden-milk-rich-in-calcium-protein-anti-inflammatory.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252809-2_1-dibha-golden-milk-rich-in-calcium-protein-anti-inflammatory.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252809-3_1-dibha-golden-milk-rich-in-calcium-protein-anti-inflammatory.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252809-4_1-dibha-golden-milk-rich-in-calcium-protein-anti-inflammatory.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252809-5_1-dibha-golden-milk-rich-in-calcium-protein-anti-inflammatory.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252809-6_1-dibha-golden-milk-rich-in-calcium-protein-anti-inflammatory.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252809-7_1-dibha-golden-milk-rich-in-calcium-protein-anti-inflammatory.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906154240106', 'FSSAI No: 11520015000185', 'Manufactured & Marketed by: Brownwall Food Products Private Limited (W-231A, MIDC TTC Industrial Area, Kopar Khairane, Navi Mumbai 400710)', 'Country of origin: India', 'Best before 01-09-2023', '","Brownwall Food Products Private Limited (W-231A, MIDC TTC Industrial Area, Kopar Khairane, Navi Mumbai 400710)",-,-,-,-,"Milk Powder, Haldi Powder, Elaichi, Dalchini, Kali Mirch",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Diet Tofu,"Diet Tofu Masala Soya Paneer - Vegan, Rich In Protein, Calcium & Fibre, Gluten Free, 100 g Pouch","The Diet Tofu Masala is a substitute for paneer to be used in different dishes like pulav, biryani, and paneer gravies and a great option for vegans. This Malasa Tofu by Diet Tofu is a great source of plant-based protein and tastes similar to paneer. The pre-mixed herbs make this Masala Tofu perfect for savoury dishes and enhance the flavour of the tofu. The texture of tofu is perfectly soft to be suitable for different dishes and the mild aroma of herbs improves the experience of eating. Enjoy this delicious tofu with your vegan friends or help yourself to improve your lifestyle without compromising on your favourite dishes. Explore the wide range of Soya Tofu by Diet Tofu only on Big Basket.",100 g Pouch,g,100 g Pouch,1,1,40,40,B-34 LAWRANCE ROAD INDUSTRIAL AREA NEW DELHI PIN- 10035 & SUBHASH SALES PVT LTD SHOP NO 20 FIRST FLOOR EAST AVENUE MARKET EAST PUNJABI BAGH NEW DELHI PIN 110026,India,['40252386'],['13320005000016'],https://datalabs.siva3.io/image/Eunimart_groceries_40252386_1-diet-tofu-masala-soya-paneer-vegan-rich-in-protein-calcium-fibre-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252386-2_1-diet-tofu-masala-soya-paneer-vegan-rich-in-protein-calcium-fibre-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252386-3_1-diet-tofu-masala-soya-paneer-vegan-rich-in-protein-calcium-fibre-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252386-4_1-diet-tofu-masala-soya-paneer-vegan-rich-in-protein-calcium-fibre-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252386-5_1-diet-tofu-masala-soya-paneer-vegan-rich-in-protein-calcium-fibre-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252386-6_1-diet-tofu-masala-soya-paneer-vegan-rich-in-protein-calcium-fibre-gluten-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40252386', 'FSSAI No: 13320005000016', 'Manufactured & Marketed by: B-34 LAWRANCE ROAD INDUSTRIAL AREA NEW DELHI PIN- 10035 & SUBHASH SALES PVT LTD SHOP NO 20 FIRST FLOOR EAST AVENUE MARKET EAST PUNJABI BAGH NEW DELHI PIN 110026', 'Country of origin: India', 'Best before 17-03-2023', '",B-34 LAWRANCE ROAD INDUSTRIAL AREA NEW DELHI PIN- 10035 & SUBHASH SALES PVT LTD SHOP NO 20 FIRST FLOOR EAST AVENUE MARKET EAST PUNJABI BAGH NEW DELHI PIN 110026,-,-,-,-,"Soybeans 99.98%, Coagulant, Salt, Condiments & Herbs.",-
