L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Specification,From The Brand
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Duracell,"Duracell Rechargeable Battery - AAA, HR03, 750mAh, 1.2 V, 2 pcs Blister Pack","Duracell Rechargeable AAA 750 mAh batteries are our first longest-lasting per-charge batteries. These batteries stay charged for up to 12 months, when not in use. They come pre-charged making them ready to use. They can be recharged 100's times and are guaranteed to last 3 years.",2 pcs Blister Pack,pcs Blister Pack,2 pcs Blister Pack,2,1,275,269,"HongTu High & New Technology Development Zone, Nan Cheng District, DongGuan, GuangDong Province, China, Duracell (China) Limited, Building 1,68 Xinxia Road, Pinghu Town, Longgang District, Shenzhen, Guangdong China 518111 Toll-Free No: 18001207897",China,['40268201'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40268201_1-duracell-rechargeable-aaa-750-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268201-2_1-duracell-rechargeable-aaa-750-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268201-3_1-duracell-rechargeable-aaa-750-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268201-4_1-duracell-rechargeable-aaa-750-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268201-5_1-duracell-rechargeable-aaa-750-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268201-6_1-duracell-rechargeable-aaa-750-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268201-7_1-duracell-rechargeable-aaa-750-mah-batteries-pre-charged-long-lasting.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Long-lasting.
Guaranteed to last 3 years.
Come pre-charged.
Can be recharged 100's times.",Suited for regularly used devices like a wireless mouse or baby phones.,"[{'EAN Code': '40268201'}, {'Manufacturer Name & Marketed by ': 'HongTu High & New Technology Development Zone, Nan Cheng District, DongGuan, GuangDong Province, China, Duracell (China) Limited, Building 1,68 Xinxia Road, Pinghu Town, Longgang District, Shenzhen, Guangdong China 518111 Toll-Free No: 18001207897'}, {'Country of Origin': 'China'}","HongTu High & New Technology Development Zone, Nan Cheng District, DongGuan, GuangDong Province, China, Duracell (China) Limited, Building 1,68 Xinxia Road, Pinghu Town, Longgang District, Shenzhen, Guangdong China 518111 Toll-Free No: 18001207897",-,-,-,-,"Brand:- Duracell
Type:- Battery
Material:- NiMH
Dimension:- 120X80X10 mm
Package Content:- 2
Volt:- 1.2 Volt
Shape:- Cylinder
Average Life:- 3 Years
Battery Capacity:- 750 mAh",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Duracell,"Duracell Rechargeable Battery - AAA, HR03, 900mAh, 1,2 V, 4 pcs Blister Pack","Duracell Rechargeable AAA 900 mAh batteries are our first longest-lasting per-charge batteries. These batteries stay charged for up to 12 months, when not in use. They come pre-charged making them ready to use. They can be recharged 100's times and are guaranteed to last 5 years.",4 pcs Blister Pack,pcs Blister Pack,4 pcs Blister Pack,4,1,999,979,"HongTu High & New Technology Development Zone, Nan Cheng District, DongGuan, GuangDong Province, China, Duracell (China) Limited, Building 1,68 Xinxia Road, Pinghu Town, Longgang District, Shenzhen, Guangdong China 518111 Toll-Free No: 18001207897",China,['40268202'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40268202_1-duracell-rechargeable-aaa-900-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268202-2_1-duracell-rechargeable-aaa-900-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268202-3_1-duracell-rechargeable-aaa-900-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268202-4_1-duracell-rechargeable-aaa-900-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268202-5_1-duracell-rechargeable-aaa-900-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268202-6_1-duracell-rechargeable-aaa-900-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268202-7_1-duracell-rechargeable-aaa-900-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268202-8_1-duracell-rechargeable-aaa-900-mah-batteries-pre-charged-long-lasting.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Long-lasting.
Guaranteed to last 5 years.
Come pre-charged.
Can be recharged 100's times.",Suited for regularly used devices like a wireless mouse or baby phones.,"[{'EAN Code': '40268202'}, {'Manufacturer Name & Marketed by ': 'HongTu High & New Technology Development Zone, Nan Cheng District, DongGuan, GuangDong Province, China, Duracell (China) Limited, Building 1,68 Xinxia Road, Pinghu Town, Longgang District, Shenzhen, Guangdong China 518111 Toll-Free No: 18001207897'}, {'Country of Origin': 'China'}","HongTu High & New Technology Development Zone, Nan Cheng District, DongGuan, GuangDong Province, China, Duracell (China) Limited, Building 1,68 Xinxia Road, Pinghu Town, Longgang District, Shenzhen, Guangdong China 518111 Toll-Free No: 18001207897",-,-,-,-,"Brand:- Duracell
Type:- Battery
Material:- NiMH
Dimension:- 240X150X30 mm
Package Content:- 4
Volt:- 1.2 Volt
Shape:- Cylinder
Average Life:- 5 Years
Battery Capacity:- 900 mAh",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Duracell,"Duracell Rechargeable Battery - AAA, HR03, 900mAh, 1,2 V, 4 pcs Blister Pack","Duracell Rechargeable AAA 900 mAh batteries are our first longest-lasting per-charge batteries. These batteries stay charged for up to 12 months, when not in use. They come pre-charged making them ready to use. They can be recharged 100's times and are guaranteed to last 5 years.",4 pcs Blister Pack,pcs Blister Pack,4 pcs Blister Pack,4,1,999,979,"HongTu High & New Technology Development Zone, Nan Cheng District, DongGuan, GuangDong Province, China, Duracell (China) Limited, Building 1,68 Xinxia Road, Pinghu Town, Longgang District, Shenzhen, Guangdong China 518111 Toll-Free No: 18001207897",China,['40268202'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40268202_1-duracell-rechargeable-aaa-900-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268202-2_1-duracell-rechargeable-aaa-900-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268202-3_1-duracell-rechargeable-aaa-900-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268202-4_1-duracell-rechargeable-aaa-900-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268202-5_1-duracell-rechargeable-aaa-900-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268202-6_1-duracell-rechargeable-aaa-900-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268202-7_1-duracell-rechargeable-aaa-900-mah-batteries-pre-charged-long-lasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268202-8_1-duracell-rechargeable-aaa-900-mah-batteries-pre-charged-long-lasting.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Long-lasting.
Guaranteed to last 5 years.
Come pre-charged.
Can be recharged 100's times.",Suited for regularly used devices like a wireless mouse or baby phones.,"[{'EAN Code': '40268202'}, {'Manufacturer Name & Marketed by ': 'HongTu High & New Technology Development Zone, Nan Cheng District, DongGuan, GuangDong Province, China, Duracell (China) Limited, Building 1,68 Xinxia Road, Pinghu Town, Longgang District, Shenzhen, Guangdong China 518111 Toll-Free No: 18001207897'}, {'Country of Origin': 'China'}","HongTu High & New Technology Development Zone, Nan Cheng District, DongGuan, GuangDong Province, China, Duracell (China) Limited, Building 1,68 Xinxia Road, Pinghu Town, Longgang District, Shenzhen, Guangdong China 518111 Toll-Free No: 18001207897",-,-,-,-,"Brand:- Duracell
Type:- Battery
Material:- NiMH
Dimension:- 240X150X30 mm
Package Content:- 4
Volt:- 1.2 Volt
Shape:- Cylinder
Average Life:- 5 Years
Battery Capacity:- 900 mAh",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Duracell,"Duracell Ultra Alkaline Battery - AA, 1.5 V, 6 pcs Blister Pack","Duracell offers a wide range of batteries to be used in electronics that require reliable power. Duracell Ultra AA batteries are alkaline batteries ideal for powering all your devices with extra performance for high-drain devices. Duracell Ultra AA alkaline batteries have up to 100% more power. Duracell AA alkaline batteries are engineered to deliver the power needed for household devices that are used on a daily basis. These batteries deliver the right level of power to fulfil nearly every electronic need and are very reliable and long-lasting.
Benefits: 
Lasts upto 10 times longer vs Ordinary Zinc Carbon Batteries
100% Checked against Leakage
Operates over a wider range of temperatures & provides suitable power for devices like HP Toys, Flashlights, etc.",6 pcs Blister Pack,pcs Blister Pack,6 pcs Blister Pack,6,1,270,270,Duracell US Operations,Belgium,['5000394126725'],-,https://datalabs.siva3.io/image/Eunimart_groceries_434955_5-duracell-ultra-alkaline-battery-aa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_434955-2_3-duracell-ultra-alkaline-battery-aa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_434955-3_2-duracell-ultra-alkaline-battery-aa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_434955-4_2-duracell-ultra-alkaline-battery-aa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_434955-5_2-duracell-ultra-alkaline-battery-aa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_434955-6_1-duracell-ultra-alkaline-battery-aa.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"They are made using Alkaline
How to Use:
Alkaline batteries are currently the most popular type of disposable battery available on the market. 
These are pre-charged batteries which work efficiently in flashlights, portable radios, alarm clocks, remote controls, toys, and many other devices.","[{'EAN Code': '5000394126725'}, {'Country of origin': 'Belgium'}]",-,-,-,-,"Check the battery's state of charge.
Ensure the battery top is clean, dry, free of dirt and grime.
Inspect the terminals, screws, clamps, and cables for breakage, damage or loose connections.","Material: Alkaline
Capacity: 1500 mAh
Features Type: Alkaline Battery
Size: AA
Colour: Black & Bronze
Shelf Life: 84 Month Appox
Voltage: 1.5 V
Brand: Duracell
Package Content: Pack of 6 Pcs Battery",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Duracell,"Duracell Ultra Alkaline Battery - AA, 1.5 V, 6 pcs Blister Pack","Duracell offers a wide range of batteries to be used in electronics that require reliable power. Duracell Ultra AA batteries are alkaline batteries ideal for powering all your devices with extra performance for high-drain devices. Duracell Ultra AA alkaline batteries have up to 100% more power. Duracell AA alkaline batteries are engineered to deliver the power needed for household devices that are used on a daily basis. These batteries deliver the right level of power to fulfil nearly every electronic need and are very reliable and long-lasting.
Benefits: 
Lasts upto 10 times longer vs Ordinary Zinc Carbon Batteries
100% Checked against Leakage
Operates over a wider range of temperatures & provides suitable power for devices like HP Toys, Flashlights, etc.",6 pcs Blister Pack,pcs Blister Pack,6 pcs Blister Pack,6,1,270,270,Duracell US Operations,Belgium,['5000394126725'],-,https://datalabs.siva3.io/image/Eunimart_groceries_434955_5-duracell-ultra-alkaline-battery-aa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_434955-2_3-duracell-ultra-alkaline-battery-aa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_434955-3_2-duracell-ultra-alkaline-battery-aa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_434955-4_2-duracell-ultra-alkaline-battery-aa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_434955-5_2-duracell-ultra-alkaline-battery-aa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_434955-6_1-duracell-ultra-alkaline-battery-aa.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"They are made using Alkaline
How to Use:
Alkaline batteries are currently the most popular type of disposable battery available on the market. 
These are pre-charged batteries which work efficiently in flashlights, portable radios, alarm clocks, remote controls, toys, and many other devices.","[{'EAN Code': '5000394126725'}, {'Country of origin': 'Belgium'}]",-,-,-,-,"Check the battery's state of charge.
Ensure the battery top is clean, dry, free of dirt and grime.
Inspect the terminals, screws, clamps, and cables for breakage, damage or loose connections.","Material: Alkaline
Capacity: 1500 mAh
Features Type: Alkaline Battery
Size: AA
Colour: Black & Bronze
Shelf Life: 84 Month Appox
Voltage: 1.5 V
Brand: Duracell
Package Content: Pack of 6 Pcs Battery",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Duracell,"Duracell Ultra Alkaline Battery 9V AAA, 2 x 2 pcs Multipack",Duracell alkaline batteries are engineered to deliver the power needed for all household devices that are used on a daily basis. These batteries are dependable with long-lasting power.,2 x 2 pcs Multipack,pcs Multipack,2 x 2 pcs Multipack,4,1,960,960,"Procter & Gamble. Katha, Himachal Pradesh 173205",China,['1214621'],-,https://datalabs.siva3.io/image/Eunimart_groceries_214621_1-duracell-ultra-alkaline-battery-9v-aaa.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1214621'}, {'Manufacturer Name & ': 'Procter & Gamble. Katha, Himachal Pradesh 173205'}, {'Marketed by': 'Procter & Gamble Plaza, Cardinal Gracious Road, Chakala, Andheri East, Mumbai, Maharashtra 400099'}, {'Country of origin': 'China'}]","Procter & Gamble Plaza, Cardinal Gracious Road, Chakala, Andheri East, Mumbai, Maharashtra 400099",-,-,-,-,"10-year guarantee in storage with Duralock Power Preserve Technology.
100% checked for quality assurance.",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Duracell,"Duracell Ultra Alkaline Battery 9V AAA, 2 x 2 pcs Multipack",Duracell alkaline batteries are engineered to deliver the power needed for all household devices that are used on a daily basis. These batteries are dependable with long-lasting power.,2 x 2 pcs Multipack,pcs Multipack,2 x 2 pcs Multipack,4,1,960,960,"Procter & Gamble. Katha, Himachal Pradesh 173205",China,['1214621'],-,https://datalabs.siva3.io/image/Eunimart_groceries_214621_1-duracell-ultra-alkaline-battery-9v-aaa.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1214621'}, {'Manufacturer Name & ': 'Procter & Gamble. Katha, Himachal Pradesh 173205'}, {'Marketed by': 'Procter & Gamble Plaza, Cardinal Gracious Road, Chakala, Andheri East, Mumbai, Maharashtra 400099'}, {'Country of origin': 'China'}]","Procter & Gamble Plaza, Cardinal Gracious Road, Chakala, Andheri East, Mumbai, Maharashtra 400099",-,-,-,-,"10-year guarantee in storage with Duralock Power Preserve Technology.
100% checked for quality assurance.",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Duracell,"Duracell Ultra Alkaline Battery 9V, 2 x 1 pc Multipack",Duracell alkaline batteries are engineered to deliver the power needed for all household devices that are used on a daily basis. These batteries are dependable with long-lasting power.,2 x 1 pc Multipack,pc Multipack,2 x 1 pc Multipack,2,1,550,550,Duracell US Operations,China,N/a,-,https://datalabs.siva3.io/image/Eunimart_groceries_214620_1-duracell-ultra-alkaline-battery-9v.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[{'Country of origin': 'China'}],-,-,-,-,-,"10-year guarantee in storage with Duralock Power Preserve Technology.
100% checked for quality assurance.",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Duracell,"Duracell Ultra Alkaline Battery AA, 4 pcs","Duracell offers a wide range of batteries to be used in electronics that require reliable power. Duracell Ultra AA batteries are alkaline batteries ideal for powering all your devices with extra performance for high drain devices. Duracell Ultra AA alkaline batteries have up to 100% More Power. Duracell AA alkaline batteries are engineered to deliver the power needed for household devices that are used on a daily basis. These batteries deliver the right level of power to fulfil nearly every electronic need and are very reliable and long-lasting.
Benefits :
Lasts up to 10 times longer vs Ordinary Zinc Carbon Batteries
100% Checked against Leakage
Operates over a wider range of temperature
Provides suitable power for devices like HP Toys, Flashlights, etc.",4 pcs,pcs,4 pcs,4,1,170,156,Duracell US Operations,China,['5000394060616'],-,https://datalabs.siva3.io/image/Eunimart_groceries_240100_9-duracell-ultra-alkaline-battery-aa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_240100-2_4-duracell-ultra-alkaline-battery-aa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_240100-3_2-duracell-ultra-alkaline-battery-aa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_240100-4_2-duracell-ultra-alkaline-battery-aa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_240100-5_2-duracell-ultra-alkaline-battery-aa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_240100-6_1-duracell-ultra-alkaline-battery-aa.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Alkaline batteries are currently the most popular type of disposable battery available on the market.
These are pre-charged batteries which work efficiently in flashlights, portable radios, alarm clocks, remote controls, toys, and many other devices.","[{'EAN Code': '5000394060616'}, {'Country of origin': 'China'}]",-,-,-,-,"Check the battery's state of charge.
Ensure the battery top is clean, dry, free of dirt and grime.
Inspect the terminals, screws, clamps, and cables for breakage, damage or loose connections.","Material: Alkaline
Capacity: 1500 mah
Features Type: Alkaline Battery
Size: AA
Colour: Black & Bronze
Shelf Life: 84 Month Approx
Voltage: 1.5 V
Brand: Duracell
Package Content: Pack of 4 Pcs Battery",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Duracell,"Duracell Ultra Alkaline C Battery, 2 x 2 pcs Multipack","Duracell C size batteries are multi-purpose alkaline batteries ideal for reliably powering your devices. These batteries gives you the freedom to enjoy the use of your appliances by giving you a product you can rely on. You can use Duracell's reliability and up to 10 times longer lasting power in regularly used devices such as torches, motorized toys, boomboxes, radios, etc.",2 x 2 pcs Multipack,pc Multipack,2 x 2 pcs Multipack,4,1,550,550,Duracell US Operations,China,['1214623'],-,https://datalabs.siva3.io/image/Eunimart_groceries_214623_1-duracell-ultra-alkaline-c-battery.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[{'EAN Code': '1214623 Country of origin: China'}],-,-,-,-,-,-,-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Duracell,"Duracell Ultra Alkaline C Battery, 2 x 2 pcs Multipack","Duracell C size batteries are multi-purpose alkaline batteries ideal for reliably powering your devices. These batteries gives you the freedom to enjoy the use of your appliances by giving you a product you can rely on. You can use Duracell's reliability and up to 10 times longer lasting power in regularly used devices such as torches, motorized toys, boomboxes, radios, etc.",2 x 2 pcs Multipack,pc Multipack,2 x 2 pcs Multipack,4,1,550,550,Duracell US Operations,China,['1214623'],-,https://datalabs.siva3.io/image/Eunimart_groceries_214623_1-duracell-ultra-alkaline-c-battery.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[{'EAN Code': '1214623 Country of origin: China'}],-,-,-,-,-,-,-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Duracell,"Duracell Ultra-Alkaline Battery AAA, 2 x 6 pcs Multipack","Duracell Ultra AAA “ Up to 100% more power. Duralock Power Preserve technology keeps batteries fresh and powered even after 10 years in storage! Duracell AAA alkaline batteries are engineered to deliver the power needed for household devices that are used on a daily basis. These batteries deliver the right level of power to fulfil nearly every electronic need and are very reliable and long-lasting.
Benefits: 
Lasts up to 10 times longer vs Ordinary Zinc Carbon Batteries
100% Checked against Leakage
Operates over a wider range of temperature
Provides suitable power for devices like HP Toys, Flashlights, etc.",2 x 6 pcs Multipack,pc Multipack,2 x 6 pcs Multipack,12,1,540,540,Duracell US Operations,Belgium,['1214629'],-,https://datalabs.siva3.io/image/Eunimart_groceries_214629_1-duracell-ultra-alkaline-battery-aaa.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"They are made using Alkaline. Alkaline batteries are currently the most popular type of disposable battery available on the market.
These are pre-charged batteries which work efficiently in flashlights, portable radios, alarm clocks, remote controls, toys, and many other devices.","[{'EAN Code': '1214629'}, {'Country of origin': 'Belgium'}]",-,-,-,-,"Check the battery's state of charge.
Ensure the battery top is clean, dry, free of dirt and grime.
Inspect the terminals, screws, clamps, and cables for breakage, damage or loose connections.","Material: Alkaline
Capacity: 1200 mAh
Type: Alkaline Battery 
Size: AAA
Colour: Black & Bronze
Brand: Duracell
Shelf Life: 112 Month Appox
Voltage: 1.5 V
Package Content: Pack of 6 Pcs Battery",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Duracell,"Duracell Ultra-Alkaline Battery AAA, 2 x 6 pcs Multipack","Duracell Ultra AAA “ Up to 100% more power. Duralock Power Preserve technology keeps batteries fresh and powered even after 10 years in storage! Duracell AAA alkaline batteries are engineered to deliver the power needed for household devices that are used on a daily basis. These batteries deliver the right level of power to fulfil nearly every electronic need and are very reliable and long-lasting.
Benefits: 
Lasts up to 10 times longer vs Ordinary Zinc Carbon Batteries
100% Checked against Leakage
Operates over a wider range of temperature
Provides suitable power for devices like HP Toys, Flashlights, etc.",2 x 6 pcs Multipack,pc Multipack,2 x 6 pcs Multipack,12,1,540,540,Duracell US Operations,Belgium,['1214629'],-,https://datalabs.siva3.io/image/Eunimart_groceries_214629_1-duracell-ultra-alkaline-battery-aaa.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"They are made using Alkaline. Alkaline batteries are currently the most popular type of disposable battery available on the market.
These are pre-charged batteries which work efficiently in flashlights, portable radios, alarm clocks, remote controls, toys, and many other devices.","[{'EAN Code': '1214629'}, {'Country of origin': 'Belgium'}]",-,-,-,-,"Check the battery's state of charge.
Ensure the battery top is clean, dry, free of dirt and grime.
Inspect the terminals, screws, clamps, and cables for breakage, damage or loose connections.","Material: Alkaline
Capacity: 1200 mAh
Type: Alkaline Battery 
Size: AAA
Colour: Black & Bronze
Brand: Duracell
Shelf Life: 112 Month Appox
Voltage: 1.5 V
Package Content: Pack of 6 Pcs Battery",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Duracell,"Duracell Ultra-Alkaline Battery AAA, 4 pcs","Duracell Ultra AAA “ Up to 100% more power. Duralock Power Preserve technology keeps batteries fresh and powered even after 10 years in storage! Duracell AAA alkaline batteries are engineered to deliver the power needed for household devices that are used on a daily basis. These batteries deliver the right level of power to fulfil nearly every electronic need and are very reliable and long-lasting.
Benefits: 
Lasts up to 10 times longer vs Ordinary Zinc Carbon Batteries
100% Checked against Leakage
Operates over a wider range of temperature
Provides suitable power for devices like HP Toys, Flashlights, etc.",4 pcs,pcs,4 pcs,4,1,170,156,Duracell US Operations,Belgium,['2723623'],-,https://datalabs.siva3.io/image/Eunimart_groceries_273623_5-duracell-ultra-alkaline-battery-aaa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_273623-2_4-duracell-ultra-alkaline-battery-aaa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_273623-3_2-duracell-ultra-alkaline-battery-aaa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_273623-4_2-duracell-ultra-alkaline-battery-aaa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_273623-5_2-duracell-ultra-alkaline-battery-aaa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_273623-6_1-duracell-ultra-alkaline-battery-aaa.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"They are made using Alkaline. Alkaline batteries are currently the most popular type of disposable battery available on the market.
These are pre-charged batteries which work efficiently in flashlights, portable radios, alarm clocks, remote controls, toys, and many other devices.","[{'EAN Code': '2723623'}, {'Country of origin': 'Belgium'}]",-,-,-,-,"Check the battery's state of charge.
Ensure the battery top is clean, dry, free of dirt and grime.
Inspect the terminals, screws, clamps, and cables for breakage, damage or loose connections.","Material: Alkaline
Capacity: 1200 mAh
Features Type: Alkaline Battery
Size: AAA
Colour: Black & Bronze
Shelf Life: 112 Month approx 
Voltage: 1.5 V
Brand: Duracell
Package Content: Pack of 4 Pcs Battery",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Energizer,"Energizer Alkaline Batteries - A76, 2 pcs","Batteries have become an important source of power, especially during power cuts. The Energizer A76 is a reliable source of power for watches, toys, glucose monitors, calculators among others. These batteries are very handy and can be helpful for emergency situations too. It can be easily carried from one place to another and are convenient to use as well.",2 pcs,pcs,2 pcs,2,1,45,45,"Energizer Inc, China",China,['9312931540076'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40214175_2-energizer-alkaline-batteries-a76.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214175-2_2-energizer-alkaline-batteries-a76.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214175-3_1-energizer-alkaline-batteries-a76.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214175-4_1-energizer-alkaline-batteries-a76.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214175-5_1-energizer-alkaline-batteries-a76.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214175-6_1-energizer-alkaline-batteries-a76.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '9312931540076'}, {'Manufacturer Name & ': 'Energizer Inc, China'}, {'Imported & Marketed by': 'BRIGHTEX SYNERGIZER INDIA :FL-1B,410/1,Green Terrace,South Koregaon park Pune -411001 Maharashtra'}, {'Country of Origin': 'China'}]","BRIGHTEX SYNERGIZER INDIA Address:FL-1B,410/1,Green Terrace,South Koregaon park Pune -411001 Maharashtra",-,-,-,-,"Chemical System: Manganese Dioxide (MnO2)
Designation: ANSI/NEDA 1166A, IEC-LR44
Nominal Voltage: 1.5 Volts
Typical Capacity: 150 mAh* (to 0.9 volts)
Capacity Test: 7.5K ohm continuous drain at 21ÃƒÂ‚Ã‚Â°C (70ÃƒÂ‚Ã‚Â°F)
Typical Weight: 2.4 grams (0.08 oz.)
Typical Volume: 0.54 cubic centimeters (0.03 cubic inch)
Impedance (40 Hz): 3 to 9 ohms
Cell Size: A76
Type: Miniature Alkaline
Volt: 1.5",-
